time,P,G(i),H_sun,T2m,WS10m,Int
20130315:1811,0,0,0,5.44,6.62,0
20130315:1911,0,0,0,5.36,6.69,0
20130315:2011,0,0,0,5.14,6.28,0
20130315:2111,0,0,0,5.29,6.34,0
20130315:2211,0,0,0,5.58,6.55,0
20130315:2311,0,0,0,5.8,6.83,0
20130316:0011,0,0,0,5.99,6.9,0
20130316:0111,0,0,0,6.01,7.1,0
20130316:0211,0,0,0,6.01,7.45,0
20130316:0311,0,0,0,5.94,7.59,0
20130316:0411,0,0,0,5.86,7.72,0
20130316:0511,0,0,0,5.8,7.86,0
20130316:0611,0,0,0,5.66,8,0
20130316:0711,92.4,70.52,8.12,5.35,8.55,0
20130316:0811,62.86,50.86,16.85,5.55,8.62,0
20130316:0911,200.06,130.27,24.64,5.8,8.83,0
20130316:1011,117.76,83.55,30.93,5.94,8.62,0
20130316:1111,202,131.68,35.05,6.05,8.14,0
20130316:1211,345.7,211.96,36.44,5.73,7.72,0
20130316:1311,311.48,192.67,34.86,5.42,7.31,0
20130316:1411,232.68,148.93,30.56,5.79,6.9,0
20130316:1511,266.6,168.13,24.15,6.5,7.1,0
20130316:1611,252.74,162,16.28,6.68,6.48,0
20130316:1711,140.74,116.85,7.52,6.2,6.28,0
20130316:1811,0,0,0,5.35,5.66,0
20130316:1911,0,0,0,4.62,5.59,0
20130316:2011,0,0,0,4.67,5.79,0
20130316:2111,0,0,0,4.75,5.72,0
20130316:2211,0,0,0,4.67,6.07,0
20130316:2311,0,0,0,4.54,5.79,0
20130317:0011,0,0,0,4.3,5.45,0
20130317:0111,0,0,0,4.09,5.03,0
20130317:0211,0,0,0,3.66,4.41,0
20130317:0311,0,0,0,3.32,3.72,0
20130317:0411,0,0,0,2.99,2.83,0
20130317:0511,0,0,0,2.81,2,0
20130317:0611,0,0,0,2.73,1.52,0
20130317:0711,29.18,29.06,8.48,2.91,2.41,0
20130317:0811,183.06,120.46,17.21,3.88,2.83,0
20130317:0911,209.06,135.69,25.02,5.02,3.52,0
20130317:1011,517.46,309.57,31.32,6.03,4.76,0
20130317:1111,424.88,258.26,35.45,6.76,5.31,0
20130317:1211,426.66,259.31,36.83,6.66,5.31,0
20130317:1311,297.66,187.13,35.23,7.13,4.62,0
20130317:1411,225.56,146.21,30.9,6.97,4.07,0
20130317:1511,486.88,293.56,24.46,6.39,3.72,0
20130317:1611,99.94,73.56,16.57,6.51,3.17,0
20130317:1711,11.28,16.35,7.79,5.85,2.9,0
20130317:1811,0,0,0,4.7,2.28,0
20130317:1911,0,0,0,4.22,0.34,0
20130317:2011,0,0,0,3.91,1.1,0
20130317:2111,0,0,0,3.42,2.28,0
20130317:2211,0,0,0,2.66,2.97,0
20130317:2311,0,0,0,1.9,3.03,0
20130318:0011,0,0,0,1.41,2.62,0
20130318:0111,0,0,0,0.94,2.21,0
20130318:0211,0,0,0,0.2,1.93,0
20130318:0311,0,0,0,-0.34,1.59,0
20130318:0411,0,0,0,-0.94,1.45,0
20130318:0511,0,0,0,-1.27,1.31,0
20130318:0611,0,0,0,-1.46,1.52,0
20130318:0711,201.14,134.72,8.85,-1.75,1.03,0
20130318:0811,505.04,301.92,17.58,1.19,0.9,0
20130318:0911,724.82,434.2,25.4,3.79,1.1,0
20130318:1011,1099.72,680.82,31.72,5.26,1.31,0
20130318:1111,1436.58,942.63,35.86,6.76,1.17,0
20130318:1211,581.7,355.41,37.23,7.47,1.38,0
20130318:1311,674.02,411.18,35.6,7.95,1.66,0
20130318:1411,414.78,256.14,31.25,7.9,2,0
20130318:1511,409.28,251.88,24.77,7.41,2.21,0
20130318:1611,380.72,238.33,16.85,6.68,2.41,0
20130318:1711,89.86,73.16,8.06,5.55,2,0
20130318:1811,0,0,0,4.9,1.31,0
20130318:1911,0,0,0,3.01,1.93,0
20130318:2011,0,0,0,2.42,1.66,0
20130318:2111,0,0,0,1.72,1.52,0
20130318:2211,0,0,0,1.09,1.45,0
20130318:2311,0,0,0,0.69,1.52,0
20130319:0011,0,0,0,0.23,1.31,0
20130319:0111,0,0,0,0.49,1.1,0
20130319:0211,0,0,0,0.55,1.17,0
20130319:0311,0,0,0,0.51,1.17,0
20130319:0411,0,0,0,0.51,1.24,0
20130319:0511,0,0,0,0.28,1.1,0
20130319:0611,0,0,0,0.72,1.03,0
20130319:0711,34.86,32.69,9.21,1.5,0.55,0
20130319:0811,163.42,109.06,17.95,2.58,1.17,0
20130319:0911,329.04,203.05,25.79,3.71,1.38,0
20130319:1011,294.52,184.68,32.11,4.7,1.66,0
20130319:1111,386.7,237.89,36.26,5.46,1.86,0
20130319:1211,241.18,155.3,37.62,6.24,2,0
20130319:1311,239.16,154.39,35.97,6.69,2.14,0
20130319:1411,182.02,121.69,31.59,7.03,2.21,0
20130319:1511,502.02,304.63,25.08,6.91,2.48,0
20130319:1611,547.52,337.1,17.14,5.85,3.1,0
20130319:1711,114.92,91.62,8.33,4.62,2.76,0
20130319:1811,0,0,0,3.87,2.14,0
20130319:1911,0,0,0,3.1,2.34,0
20130319:2011,0,0,0,2.21,2.41,0
20130319:2111,0,0,0,1.51,2.41,0
20130319:2211,0,0,0,1.26,2.34,0
20130319:2311,0,0,0,0.97,2.28,0
20130320:0011,0,0,0,0.65,2.07,0
20130320:0111,0,0,0,0.48,2,0
20130320:0211,0,0,0,0.4,2.21,0
20130320:0311,0,0,0,0.51,2.41,0
20130320:0411,0,0,0,0.68,2.9,0
20130320:0511,0,0,0,0.87,3.03,0
20130320:0611,0,0,0,0.92,2.83,0
20130320:0711,46.04,39.96,9.57,2.51,3.17,0
20130320:0811,166.82,110.74,18.33,2.99,3.72,0
20130320:0911,66.32,52.67,26.17,3.6,3.93,0
20130320:1011,85.78,64.48,32.51,4.19,4,0
20130320:1111,128.88,89.91,36.66,4.84,3.66,0
20130320:1211,71.62,56.31,38.02,5.47,3.31,0
20130320:1311,100.4,73.56,36.34,5.62,3.24,0
20130320:1411,86.64,65.39,31.92,5.58,3.24,0
20130320:1511,92.74,69.02,25.39,5.63,3.31,0
20130320:1611,128.24,89.71,17.42,5.15,3.38,0
20130320:1711,62.52,51.88,8.6,4.38,3.38,0
20130320:1811,0,0,0,3.34,2.62,0
20130320:1911,0,0,0,2.01,1.86,0
20130320:2011,0,0,0,1.08,1.86,0
20130320:2111,0,0,0,0.51,1.86,0
20130320:2211,0,0,0,0.17,1.93,0
20130320:2311,0,0,0,-0.11,1.45,0
20130321:0011,0,0,0,-0.46,1.1,0
20130321:0111,0,0,0,-0.66,1.59,0
20130321:0211,0,0,0,-1.34,1.93,0
20130321:0311,0,0,0,-1.8,1.86,0
20130321:0411,0,0,0,-2.52,2.14,0
20130321:0511,0,0,0,-2.63,2.14,0
20130321:0611,0,0,0,-2.73,2.48,0
20130321:0711,324.54,208.85,9.93,-1.41,1.93,0
20130321:0811,697.86,411.98,18.7,1.52,2.48,0
20130321:0911,493.7,292.64,26.55,3.13,3.93,0
20130321:1011,580.72,343.81,32.91,4.1,4.07,0
20130321:1111,798.14,471.94,37.07,4.75,4.28,0
20130321:1211,914.76,542.21,38.41,5,4.55,0
20130321:1311,944.08,559.2,36.71,5.08,4.76,0
20130321:1411,638.3,376.93,32.26,4.91,4.9,0
20130321:1511,337.1,206.61,25.7,4.72,5.24,0
20130321:1611,189.98,124.55,17.71,4.18,5.45,0
20130321:1711,33.2,31.79,8.87,3.57,5.38,0
20130321:1811,0,0,0,2.79,5.17,0
20130321:1911,0,0,0,2.08,5.45,0
20130321:2011,0,0,0,2.02,5.59,0
20130321:2111,0,0,0,2.16,5.79,0
20130321:2211,0,0,0,2.34,6.14,0
20130321:2311,0,0,0,2.53,6.14,0
20130322:0011,0,0,0,2.43,6.28,0
20130322:0111,0,0,0,2.25,6.34,0
20130322:0211,0,0,0,1.9,6.14,0
20130322:0311,0,0,0,1.61,6.21,0
20130322:0411,0,0,0,1.48,6.55,0
20130322:0511,0,0,0,1.41,6.62,0
20130322:0611,0,0,0,1.45,6.62,0
20130322:0711,49.26,41.78,10.29,1.52,6.9,0
20130322:0811,65.54,51.77,19.07,1.71,6.48,0
20130322:0911,168.22,110.8,26.94,2.26,8.76,0
20130322:1011,470.86,277.12,33.3,2.75,8.55,0
20130322:1111,415.4,247.55,37.47,3.07,8.48,0
20130322:1211,908.32,524.52,38.81,3.65,8.69,0
20130322:1311,269.64,168.01,37.08,3.71,8.41,0
20130322:1411,367.3,221.95,32.6,4.02,8.21,0
20130322:1511,366.28,221.21,26,4.08,7.86,0
20130322:1611,60.36,49.04,17.99,4.04,7.66,0
20130322:1711,5.98,11.81,9.13,3.89,7.86,0
20130322:1811,0,0,0,3.62,7.72,0
20130322:1911,0,0,0,2.52,7.17,0
20130322:2011,0,0,0,2.25,7.03,0
20130322:2111,0,0,0,1.82,6.9,0
20130322:2211,0,0,0,1.57,6.9,0
20130322:2311,0,0,0,1.34,6.97,0
20130323:0011,0,0,0,1.26,7.17,0
20130323:0111,0,0,0,1.22,7.24,0
20130323:0211,0,0,0,1.16,7.1,0
20130323:0311,0,0,0,0.96,6.97,0
20130323:0411,0,0,0,0.76,6.83,0
20130323:0511,0,0,0,0.69,6.76,0
20130323:0611,0,0,0,0.61,6.69,0
20130323:0711,107.7,77.19,10.65,0.52,6.21,0
20130323:0811,96.7,69.93,19.44,0.75,5.38,0
20130323:0911,99.76,71.75,27.32,1.11,6.48,0
20130323:1011,61.22,49.04,33.7,1.07,6.07,0
20130323:1111,62.64,49.95,37.87,1.4,7.1,0
20130323:1211,110.68,78.1,39.2,1.45,7.03,0
20130323:1311,165.34,108.98,37.45,1.52,7.17,0
20130323:1411,76.3,58.12,32.94,1.41,6.76,0
20130323:1511,36.4,33.6,26.31,1.23,6.21,0
20130323:1611,61.24,49.04,18.27,1,6.48,0
20130323:1711,35.06,32.69,9.4,0.95,6.07,0
20130323:1811,0,0,0,0.82,5.86,0
20130323:1911,0,0,0,0.35,5.31,0
20130323:2011,0,0,0,0.37,5.45,0
20130323:2111,0,0,0,0.35,5.72,0
20130323:2211,0,0,0,0.22,6,0
20130323:2311,0,0,0,0.08,6.14,0
20130324:0011,0,0,0,-0.09,6.21,0
20130324:0111,0,0,0,-0.33,6.14,0
20130324:0211,0,0,0,-0.52,6.07,0
20130324:0311,0,0,0,-0.67,6,0
20130324:0411,0,0,0,-0.83,6.07,0
20130324:0511,0,0,0,-1.01,6.14,0
20130324:0611,0,0.91,1.81,-1.22,6.34,0
20130324:0711,35.54,32.69,11.02,-1.65,5.66,0
20130324:0811,60.52,48.13,19.81,-1.61,5.66,0
20130324:0911,66.58,51.77,27.7,-1.52,6,0
20130324:1011,91.46,66.3,34.1,-1.42,6.48,0
20130324:1111,151.1,99.9,38.27,-1.33,6.76,0
20130324:1211,139.56,93.54,39.6,-1.2,6.55,0
20130324:1311,120.1,82.64,37.82,-1.06,7.59,0
20130324:1411,167.46,108.98,33.27,-1.17,7.24,0
20130324:1511,159.18,104.44,26.61,-1.16,6.83,0
20130324:1611,175.86,113.95,18.55,-1.13,5.52,0
20130324:1711,75.84,58.82,9.66,-1.15,6,0
20130324:1811,0,0,0,-1.07,6,0
20130324:1911,0,0,0,-1.04,5.31,0
20130324:2011,0,0,0,-0.78,5.45,0
20130324:2111,0,0,0,-0.65,5.59,0
20130324:2211,0,0,0,-0.65,5.72,0
20130324:2311,0,0,0,-0.71,5.72,0
20130325:0011,0,0,0,-0.92,5.72,0
20130325:0111,0,0,0,-1.06,5.79,0
20130325:0211,0,0,0,-1.18,5.79,0
20130325:0311,0,0,0,-1.29,5.66,0
20130325:0411,0,0,0,-1.36,5.59,0
20130325:0511,0,0,0,-1.43,5.52,0
20130325:0611,0.7,6.36,2.17,-1.42,5.52,0
20130325:0711,105.84,75.21,11.38,-1.5,5.24,0
20130325:0811,152.62,100.84,20.18,-1.3,5.24,0
20130325:0911,158.8,104.44,28.09,-0.85,5.79,0
20130325:1011,157.12,103.53,34.49,-0.55,7.03,0
20130325:1111,163.58,107.16,38.68,-0.45,6.9,0
20130325:1211,124.58,85.37,39.99,-0.53,6.76,0
20130325:1311,142.16,95.36,38.19,-0.13,7.1,0
20130325:1411,174.64,113.52,33.6,0.06,6.97,0
20130325:1511,153.34,101.71,26.91,0.04,6.41,0
20130325:1611,138.1,93.22,18.82,0.01,6.41,0
20130325:1711,78.32,60.18,9.93,-0.09,5.45,0
20130325:1811,0,0,0,-0.3,5.17,0
20130325:1911,0,0,0,-0.27,5.24,0
20130325:2011,0,0,0,-0.29,5.1,0
20130325:2111,0,0,0,-0.28,4.97,0
20130325:2211,0,0,0,-0.31,4.97,0
20130325:2311,0,0,0,-0.53,4.9,0
20130326:0011,0,0,0,-0.91,4.9,0
20130326:0111,0,0,0,-1.2,4.76,0
20130326:0211,0,0,0,-1.42,4.69,0
20130326:0311,0,0,0,-1.7,4.62,0
20130326:0411,0,0,0,-1.69,4.62,0
20130326:0511,0,0,0,-1.52,4.69,0
20130326:0611,0,5.45,2.53,-1.61,4.62,0
20130326:0711,114.98,80.55,11.74,-1.38,4.83,0
20130326:0811,175.24,113.58,20.55,-0.95,4.62,0
20130326:0911,227.64,142.57,28.47,-0.51,5.45,0
20130326:1011,174.76,113.52,34.89,-0.25,6.14,0
20130326:1111,161.62,106.26,39.08,-0.27,5.79,0
20130326:1211,273.48,168.01,40.38,0.06,6.14,0
20130326:1311,189.12,121.69,38.55,0.16,5.86,0
20130326:1411,269.74,166.03,33.94,0.02,5.45,0
20130326:1511,475.84,278.3,27.21,-0.02,5.38,0
20130326:1611,288,177.22,19.1,-0.1,4.34,0
20130326:1711,113.92,84.18,10.19,-0.16,4.34,0
20130326:1811,0,0,0,-0.42,4,0
20130326:1911,0,0,0,-0.27,3.79,0
20130326:2011,0,0,0,-0.37,3.72,0
20130326:2111,0,0,0,-0.64,3.66,0
20130326:2211,0,0,0,-0.65,3.66,0
20130326:2311,0,0,0,-0.6,3.59,0
20130327:0011,0,0,0,-0.62,3.66,0
20130327:0111,0,0,0,-1.1,3.66,0
20130327:0211,0,0,0,-1.4,3.66,0
20130327:0311,0,0,0,-2.14,3.59,0
20130327:0411,0,0,0,-2.43,3.66,0
20130327:0511,0,0,0,-2.97,3.59,0
20130327:0611,6.12,12.64,2.88,-3.13,3.59,0
20130327:0711,320.2,200.81,12.1,-2.31,3.59,0
20130327:0811,737.2,426.94,20.92,-0.86,3.72,0
20130327:0911,308.08,187.18,28.85,0.45,5.24,0
20130327:1011,407.48,242.57,35.28,1.31,5.66,0
20130327:1111,378.52,226.87,39.48,1.11,5.24,0
20130327:1211,279.12,172.55,40.77,1.79,5.31,0
20130327:1311,202.04,129.87,38.92,1.91,5.1,0
20130327:1411,265.62,165.29,34.27,1.98,4.97,0
20130327:1511,375.92,225.85,27.51,1.82,4.69,0
20130327:1611,233.98,148.05,19.38,1.71,4.55,0
20130327:1711,166.06,124.97,10.45,1.2,3.72,0
20130327:1811,0,0,0,0.28,3.03,0
20130327:1911,0,0,0,-0.55,2.83,0
20130327:2011,0,0,0,-0.92,2.83,0
20130327:2111,0,0,0,-0.95,2.83,0
20130327:2211,0,0,0,-1.09,3.1,0
20130327:2311,0,0,0,-1.6,3.38,0
20130328:0011,0,0,0,-1.86,3.45,0
20130328:0111,0,0,0,-2.05,3.38,0
20130328:0211,0,0,0,-2.1,3.24,0
20130328:0311,0,0,0,-2.05,3.17,0
20130328:0411,0,0,0,-2.3,3.17,0
20130328:0511,0,0,0,-2.65,3.17,0
20130328:0611,13.28,20.86,3.24,-2.65,3.24,0
20130328:0711,442.06,275.9,12.46,-1.28,3.38,0
20130328:0811,852.02,496.74,21.28,0.25,3.79,0
20130328:0911,1223.34,717.1,29.23,1.55,5.31,0
20130328:1011,229.34,145.31,35.68,2.52,5.72,0
20130328:1111,277.66,172.55,39.88,2.99,5.52,0
20130328:1211,578.48,340.6,41.16,3.02,5.31,0
20130328:1311,449.98,268.59,39.28,3.15,5.31,0
20130328:1411,276.84,172.37,34.6,3.33,5.24,0
20130328:1511,445.92,266.21,27.81,3.5,5.1,0
20130328:1611,252.02,159.16,19.65,3.17,4.55,0
20130328:1711,87.26,66.35,10.72,2.65,3.66,0
20130328:1811,0,0,0,1.61,2.97,0
20130328:1911,0,0,0,0.35,2.97,0
20130328:2011,0,0,0,-0.58,2.76,0
20130328:2111,0,0,0,-1.31,2.76,0
20130328:2211,0,0,0,-2.09,2.97,0
20130328:2311,0,0,0,-2.8,3.03,0
20130329:0011,0,0,0,-3.21,2.9,0
20130329:0111,0,0,0,-3.56,2.62,0
20130329:0211,0,0,0,-3.83,2.48,0
20130329:0311,0,0,0,-3.97,2.55,0
20130329:0411,0,0,0,-3.92,2.55,0
20130329:0511,0,0,0,-3.89,2.69,0
20130329:0611,3.3,9.08,3.6,-3.74,2.9,0
20130329:0711,433.12,269.45,12.81,-2.13,2.55,0
20130329:0811,897.86,527.35,21.65,0.31,3.03,0
20130329:0911,1298.76,772.23,29.61,1.87,4.48,0
20130329:1011,1202.06,712.09,36.07,2.6,4.83,0
20130329:1111,1356.14,817.28,40.27,3.03,4.62,0
20130329:1211,486.98,290.61,41.55,3.47,4.41,0
20130329:1311,668.76,394.19,39.65,3.48,4.28,0
20130329:1411,377.98,229.26,34.92,3.42,4.07,0
20130329:1511,329.16,201.64,28.11,3.36,4.28,0
20130329:1611,314.84,194.8,19.92,3.12,4.41,0
20130329:1711,112.5,82.89,10.98,2.64,3.86,0
20130329:1811,0,4.22,1.73,1.6,3.24,0
20130329:1911,0,0,0,0.29,3.1,0
20130329:2011,0,0,0,-0.83,2.9,0
20130329:2111,0,0,0,-1.6,2.83,0
20130329:2211,0,0,0,-2.31,2.69,0
20130329:2311,0,0,0,-2.69,2.76,0
20130330:0011,0,0,0,-2.76,2.83,0
20130330:0111,0,0,0,-2.86,2.9,0
20130330:0211,0,0,0,-2.76,2.97,0
20130330:0311,0,0,0,-2.86,3.03,0
20130330:0411,0,0,0,-2.85,3.03,0
20130330:0511,0,0,0,-2.99,3.1,0
20130330:0611,5.22,10.9,3.95,-2.75,3.17,0
20130330:0711,196.94,128.38,13.17,-0.63,3.1,0
20130330:0811,890.32,519.03,22.02,1.04,4.55,0
20130330:0911,493.86,290.99,29.99,2.06,4.97,0
20130330:1011,602.06,354.29,36.46,3.16,4.69,0
20130330:1111,144.1,98.08,40.67,3.65,4.83,0
20130330:1211,535.84,319.16,41.94,4.37,4.76,0
20130330:1311,276.72,173.46,40.01,4.71,4.9,0
20130330:1411,244.28,155.3,35.25,4.82,4.83,0
20130330:1511,545.8,323.87,28.4,4.48,4.9,0
20130330:1611,470.4,285.64,20.2,4.22,4.83,0
20130330:1711,107.2,79.51,11.24,3.61,4,0
20130330:1811,0,2.53,1.99,2.55,3.03,0
20130330:1911,0,0,0,1.24,2.48,0
20130330:2011,0,0,0,0.21,2.48,0
20130330:2111,0,0,0,-0.58,2.48,0
20130330:2211,0,0,0,-1.47,2.41,0
20130330:2311,0,0,0,-2.18,2.48,0
20130331:0011,0,0,0,-2.64,2.41,0
20130331:0111,0,0,0,-2.93,2.41,0
20130331:0211,0,0,0,-3.18,2.34,0
20130331:0311,0,0,0,-3.43,2.34,0
20130331:0411,0,0,0,-3.64,2.34,0
20130331:0511,0,0,0,-3.82,2.34,0
20130331:0611,26.1,30.35,4.3,-3.88,2.28,0
20130331:0711,445.02,276.41,13.53,-1.98,2,0
20130331:0811,913.6,540.13,22.38,0.73,2.55,0
20130331:0911,854.62,499.67,30.37,2.32,4.07,0
20130331:1011,1095.74,651.71,36.85,3.13,3.93,0
20130331:1111,996.62,593.13,41.07,3.88,3.86,0
20130331:1211,293.2,182.54,42.32,3.98,3.79,0
20130331:1311,591.96,352.25,40.37,4.25,3.72,0
20130331:1411,252.44,159.84,35.58,4.28,3.66,0
20130331:1511,329.98,203.04,28.69,4.06,3.59,0
20130331:1611,190.34,124.53,20.47,3.62,3.72,0
20130331:1711,27.82,28.15,11.49,3.13,3.66,0
20130331:1811,0,1.69,2.24,2.41,2.9,0
20130331:1911,0,0,0,0.6,2.76,0
20130331:2011,0,0,0,-0.12,2.83,0
20130331:2111,0,0,0,-0.7,2.97,0
20130331:2211,0,0,0,-0.55,3.17,0
20130331:2311,0,0,0,-0.74,3.24,0
20130401:0011,0,0,0,-0.73,3.38,0
20130401:0111,0,0,0,-0.79,3.24,0
20130401:0211,0,0,0,-0.85,3.24,0
20130401:0311,0,0,0,-0.9,3.31,0
20130401:0411,0,0,0,-0.85,3.38,0
20130401:0511,0,0,0,-1.04,3.45,0
20130401:0611,18.72,22.1,4.66,-1.05,3.52,0
20130401:0711,71.92,55.4,13.88,0.43,3.31,0
20130401:0811,226.12,143.06,22.74,1.7,4.9,0
20130401:0911,116.24,81.73,30.74,2.8,6.62,0
20130401:1011,156.06,104.44,37.24,2.97,6.62,0
20130401:1111,214.18,137.13,41.46,3.29,6.9,0
20130401:1211,202.62,130.78,42.71,3.46,6.9,0
20130401:1311,375.96,227.45,40.72,3.8,6.9,0
20130401:1411,393.26,236.87,35.9,3.83,6.76,0
20130401:1511,838.64,488.36,28.99,3.82,6.76,0
20130401:1611,631.72,378.82,20.74,3.68,6.69,0
20130401:1711,199.46,153.15,11.75,3.25,6.21,0
20130401:1811,3.34,9.29,2.5,2.61,5.17,0
20130401:1911,0,0,0,1.09,4.83,0
20130401:2011,0,0,0,0.23,4.9,0
20130401:2111,0,0,0,-0.21,4.83,0
20130401:2211,0,0,0,-0.45,4.69,0
20130401:2311,0,0,0,-0.53,4.62,0
20130402:0011,0,0,0,-0.58,4.62,0
20130402:0111,0,0,0,-0.65,4.62,0
20130402:0211,0,0,0,-0.8,4.55,0
20130402:0311,0,0,0,-1.02,4.48,0
20130402:0411,0,0,0,-1.24,4.34,0
20130402:0511,0,0,0,-1.44,4.21,0
20130402:0611,43.34,50.59,5.01,-1.47,4.14,0
20130402:0711,457.92,283.31,14.24,-0.08,3.93,0
20130402:0811,911.02,532.36,23.1,1.95,4.97,0
20130402:0911,1294.62,767.06,31.11,3.49,5.86,0
20130402:1011,1528.86,922.55,37.63,4.57,6.55,0
20130402:1111,1595.8,973.7,41.86,5.22,6.55,0
20130402:1211,1659.68,1020.6,43.09,5.74,6.62,0
20130402:1311,1610.3,987.21,41.08,5.98,6.48,0
20130402:1411,1394.32,839.31,36.22,5.95,6.41,0
20130402:1511,1091.8,646.82,29.28,5.73,6.34,0
20130402:1611,665.02,402.8,21,5.34,6.07,0
20130402:1711,207.92,161.19,12.01,4.66,5.52,0
20130402:1811,5.08,10.98,2.75,3.51,4.55,0
20130402:1911,0,0,0,1.98,4.34,0
20130402:2011,0,0,0,0.89,4.34,0
20130402:2111,0,0,0,0.03,4.28,0
20130402:2211,0,0,0,-0.49,4.14,0
20130402:2311,0,0,0,-0.81,4.14,0
20130403:0011,0,0,0,-1.01,4.14,0
20130403:0111,0,0,0,-1.15,4,0
20130403:0211,0,0,0,-1.23,4,0
20130403:0311,0,0,0,-1.16,4,0
20130403:0411,0,0,0,-0.92,4.07,0
20130403:0511,0,0,0,-0.82,4.14,0
20130403:0611,46.76,52.07,5.36,-0.76,4.21,0
20130403:0711,315.82,197.58,14.59,0.54,4.07,0
20130403:0811,312.12,189.9,23.46,1.75,6.83,0
20130403:0911,270.82,167.75,31.49,2.19,7.03,0
20130403:1011,240.98,151.66,38.01,2.71,7.1,0
20130403:1111,232.22,147.12,42.25,3.37,7.66,0
20130403:1211,336.52,205.25,43.47,3.64,7.66,0
20130403:1311,704.6,410.88,41.43,3.9,7.66,0
20130403:1411,290.04,179.55,36.54,3.93,7.86,0
20130403:1511,224.44,143.14,29.56,4.11,8.14,0
20130403:1611,173.18,114.35,21.27,3.63,7.59,0
20130403:1711,95.68,70.98,12.26,3.4,6.34,0
20130403:1811,5.12,10.98,3.01,2.76,6,0
20130403:1911,0,0,0,2.06,5.38,0
20130403:2011,0,0,0,1.51,5.38,0
20130403:2111,0,0,0,1.13,5.31,0
20130403:2211,0,0,0,0.74,5.1,0
20130403:2311,0,0,0,0.62,4.97,0
20130404:0011,0,0,0,0.32,4.69,0
20130404:0111,0,0,0,0.02,4.48,0
20130404:0211,0,0,0,0.06,4.34,0
20130404:0311,0,0,0,-0.06,4.14,0
20130404:0411,0,0,0,-0.09,4.07,0
20130404:0511,0,0,0,0.09,4.21,0
20130404:0611,17.74,20.89,5.7,0.6,4.48,0
20130404:0711,22.8,24.52,14.94,1.29,4.76,0
20130404:0811,47.7,40.87,23.82,1.88,6.55,0
20130404:0911,74.54,57.21,31.86,2.1,7.59,0
20130404:1011,121.38,84.46,38.39,2.26,7.45,0
20130404:1111,117.86,82.64,42.64,2.82,7.1,0
20130404:1211,130.88,89.91,43.85,2.41,7.66,0
20130404:1311,193.58,125.33,41.79,2.76,7.24,0
20130404:1411,224.62,142.58,36.86,2.81,7.52,0
20130404:1511,164.36,108.98,29.85,2.82,7.45,0
20130404:1611,161.76,107.55,21.53,2.77,7.1,0
20130404:1711,104.9,76.36,12.51,2.82,7.1,0
20130404:1811,5.14,10.98,3.26,2.23,5.79,0
20130404:1911,0,0,0,1.65,5.66,0
20130404:2011,0,0,0,1.11,5.59,0
20130404:2111,0,0,0,0.74,5.45,0
20130404:2211,0,0,0,0.52,5.38,0
20130404:2311,0,0,0,0.41,5.31,0
20130405:0011,0,0,0,0.68,5.38,0
20130405:0111,0,0,0,0.98,5.52,0
20130405:0211,0,0,0,1.18,5.66,0
20130405:0311,0,0,0,1.35,5.66,0
20130405:0411,0,0,0,1.55,5.66,0
20130405:0511,0,0,0,1.55,5.59,0
20130405:0611,17.64,20.89,6.05,1.57,5.59,0
20130405:0711,239.8,153.35,15.28,1.91,4.97,0
20130405:0811,299.24,183.3,24.18,2.61,7.93,0
20130405:0911,177,116.25,32.23,3.27,7.86,0
20130405:1011,656.6,383.17,38.78,3.9,7.72,0
20130405:1111,1066.1,623.04,43.03,4.71,8.14,0
20130405:1211,939.76,548.92,44.23,4.73,7.79,0
20130405:1311,964.72,565.07,42.14,5.22,7.59,0
20130405:1411,720.02,423.43,37.17,5.96,7.31,0
20130405:1511,880.72,518.27,30.14,6.05,6.9,0
20130405:1611,284.64,178.94,21.8,5.74,6.14,0
20130405:1711,184.32,135.12,12.77,5.2,5.45,0
20130405:1811,9.96,15.2,3.51,4.31,4.97,0
20130405:1911,0,0,0,2.94,4.76,0
20130405:2011,0,0,0,1.88,4.62,0
20130405:2111,0,0,0,1.25,4.48,0
20130405:2211,0,0,0,0.93,4.28,0
20130405:2311,0,0,0,0.58,3.93,0
20130406:0011,0,0,0,0.44,3.59,0
20130406:0111,0,0,0,0.21,3.45,0
20130406:0211,0,0,0,0.09,3.45,0
20130406:0311,0,0,0,-0.05,3.45,0
20130406:0411,0,0,0,-0.17,3.38,0
20130406:0511,0,0,0,-0.43,3.24,0
20130406:0611,71.98,69.83,6.39,-0.47,3.17,0
20130406:0711,493,305.03,15.63,0.75,3.03,0
20130406:0811,911.5,538.42,24.53,2.84,3.86,0
20130406:0911,1241.86,742.22,32.59,4.35,4.97,0
20130406:1011,1177.02,706.44,39.16,5.25,4.83,0
20130406:1111,1040.16,624.04,43.41,5.85,4.48,0
20130406:1211,1075.28,650.91,44.61,6.36,4,0
20130406:1311,1000.46,606.39,42.49,6.8,3.52,0
20130406:1411,982.4,596.97,37.49,7.38,3.24,0
20130406:1511,812.38,492.2,30.42,7.61,2.9,0
20130406:1611,584.26,362.91,22.06,7.51,2.34,0
20130406:1711,186.46,138.37,13.02,7.1,1.79,0
20130406:1811,11.94,16.89,3.76,6.18,1.45,0
20130406:1911,0,0,0,3.83,2.41,0
20130406:2011,0,0,0,2.08,2.41,0
20130406:2111,0,0,0,1,2.34,0
20130406:2211,0,0,0,0.17,2.07,0
