LCLid,KWH/hh (per half hour)
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.182
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.166
MAC000004,0.028
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.163
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.085
MAC000004,0.101
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.167
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.122
MAC000004,0.051
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.167
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.195
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.184
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.187
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.162
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.172
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.184
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.194
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.134
MAC000004,0.066
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.018
MAC000004,0.148
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.188
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.156
MAC000004,0.012
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.148
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.156
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.186
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.177
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.178
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.178
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.101
MAC000004,0.067
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.178
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.166
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.15
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.192
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.165
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.091
MAC000004,0.077
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.188
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.135
MAC000004,0.061
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.187
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.165
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.151
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.165
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.186
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.158
MAC000004,0.036
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.174
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0
MAC000004,0.179
MAC000004,0
