LCLid,KWH/hh (per half hour)
MAC000007,0.138
MAC000007,0.289
MAC000007,0.475
MAC000007,0.146
MAC000007,0.148
MAC000007,0.16
MAC000007,0.642
MAC000007,0.471
MAC000007,0.058
MAC000007,0.052
MAC000007,0.121
MAC000007,0.095
MAC000007,1.003
MAC000007,0.851
MAC000007,0.413
MAC000007,0.406
MAC000007,0.395
MAC000007,0.917
MAC000007,0.549
MAC000007,0.288
MAC000007,0.319
MAC000007,0.241
MAC000007,0.119
MAC000007,0.084
MAC000007,0.069
MAC000007,0.065
MAC000007,0.101
MAC000007,0.093
MAC000007,0.032
MAC000007,0.048
MAC000007,0.029
MAC000007,0.051
MAC000007,0.112
MAC000007,0.094
MAC000007,0.071
MAC000007,0.088
MAC000007,0.047
MAC000007,0.036
MAC000007,0.117
MAC000007,0.245
MAC000007,0.16
MAC000007,0.136
MAC000007,0.144
MAC000007,0.103
MAC000007,0.079
MAC000007,0.039
MAC000007,0.077
MAC000007,0.088
MAC000007,0.098
MAC000007,0.074
MAC000007,0.066
MAC000007,0.043
MAC000007,0.041
MAC000007,0.066
MAC000007,0.049
MAC000007,0.066
MAC000007,0.08
MAC000007,0.066
MAC000007,0.098
MAC000007,0.093
MAC000007,0.027
MAC000007,0.043
MAC000007,0.03
MAC000007,0.072
MAC000007,0.099
MAC000007,0.101
MAC000007,0.066
MAC000007,0.084
MAC000007,0.035
MAC000007,0.056
MAC000007,0.064
MAC000007,0.035
MAC000007,0.081
MAC000007,0.062
MAC000007,0.081
MAC000007,0.091
MAC000007,0.064
MAC000007,0.039
MAC000007,0.026
MAC000007,0.053
MAC000007,0.065
MAC000007,0.098
MAC000007,0.094
MAC000007,0.061
MAC000007,0.031
MAC000007,0.047
MAC000007,0.032
MAC000007,0.069
MAC000007,0.087
MAC000007,0.061
MAC000007,0.061
MAC000007,0.073
MAC000007,0.055
MAC000007,0.057
MAC000007,0.026
MAC000007,0.061
MAC000007,0.077
MAC000007,0.07
MAC000007,0.115
MAC000007,0.038
MAC000007,0.044
MAC000007,0.026
MAC000007,0.053
MAC000007,0.083
MAC000007,0.106
MAC000007,0.069
MAC000007,0.063
MAC000007,0.067
MAC000007,0.122
MAC000007,0.102
MAC000007,0.108
MAC000007,0.077
MAC000007,0.095
MAC000007,0.077
MAC000007,0.053
MAC000007,0.08
MAC000007,0.032
MAC000007,0.054
MAC000007,0.082
MAC000007,0.062
MAC000007,0.087
MAC000007,0.089
MAC000007,0.026
MAC000007,0.027
MAC000007,0.035
MAC000007,0.078
MAC000007,0.091
MAC000007,0.079
MAC000007,0.061
MAC000007,0.054
MAC000007,0.026
MAC000007,0.049
MAC000007,0.097
MAC000007,0.091
MAC000007,0.048
MAC000007,0.026
MAC000007,0.026
MAC000007,0.026
MAC000007,0.124
MAC000007,0.066
MAC000007,0.061
MAC000007,0.072
MAC000007,0.037
MAC000007,0.038
MAC000007,0.072
MAC000007,0.046
MAC000007,0.075
MAC000007,0.07
MAC000007,0.071
MAC000007,0.07
MAC000007,0.051
MAC000007,0.029
MAC000007,0.062
MAC000007,0.063
MAC000007,0.082
MAC000007,0.096
MAC000007,0.059
MAC000007,0.027
MAC000007,0.048
MAC000007,0.036
MAC000007,0.093
MAC000007,0.104
MAC000007,0.088
MAC000007,0.064
MAC000007,0.047
MAC000007,0.035
MAC000007,0.055
MAC000007,0.084
MAC000007,0.079
MAC000007,0.062
MAC000007,0.077
MAC000007,0.04
MAC000007,0.073
MAC000007,0.036
MAC000007,0.044
MAC000007,0.065
MAC000007,0.08
MAC000007,0.069
MAC000007,0.115
MAC000007,0.034
MAC000007,0.044
MAC000007,0.026
MAC000007,0.057
MAC000007,0.069
MAC000007,0.116
MAC000007,0.066
MAC000007,0.07
MAC000007,0.026
MAC000007,0.043
MAC000007,0.035
MAC000007,0.106
MAC000007,0.062
MAC000007,0.079
MAC000007,0.06
MAC000007,0.054
MAC000007,0.057
MAC000007,0.051
MAC000007,0.043
MAC000007,0.066
MAC000007,0.079
MAC000007,0.07
MAC000007,0.106
MAC000007,0.059
MAC000007,0.026
MAC000007,0.041
MAC000007,0.041
MAC000007,0.079
MAC000007,0.121
MAC000007,0.075
MAC000007,0.083
MAC000007,0.036
MAC000007,0.05
MAC000007,0.038
MAC000007,0.087
MAC000007,0.069
MAC000007,0.081
MAC000007,0.061
MAC000007,0.074
MAC000007,0.059
MAC000007,0.039
MAC000007,0.045
MAC000007,0.046
MAC000007,0.084
MAC000007,0.065
MAC000007,0.099
MAC000007,0.08
MAC000007,0.026
MAC000007,0.041
MAC000007,0.031
MAC000007,0.054
MAC000007,0.119
MAC000007,0.066
MAC000007,0.069
MAC000007,0.053
MAC000007,0.026
MAC000007,0.066
MAC000007,0.098
MAC000007,0.078
MAC000007,0.057
MAC000007,0.037
MAC000007,0.034
MAC000007,0.053
MAC000007,0.067
MAC000007,0.082
MAC000007,0.062
MAC000007,0.078
MAC000007,0.052
MAC000007,0.079
MAC000007,0.043
MAC000007,0.03
MAC000007,0.06
MAC000007,0.065
MAC000007,0.091
MAC000007,0.1
MAC000007,0.078
MAC000007,0.047
MAC000007,0.036
MAC000007,0.048
MAC000007,0.054
MAC000007,0.115
MAC000007,0.068
MAC000007,0.083
MAC000007,0.064
MAC000007,0.053
MAC000007,0.057
MAC000007,0.053
MAC000007,0.03
MAC000007,0.084
MAC000007,0.062
MAC000007,0.088
MAC000007,0.096
MAC000007,0.055
MAC000007,0.027
MAC000007,0.038
MAC000007,0.033
MAC000007,0.075
MAC000007,0.114
MAC000007,0.064
MAC000007,0.079
MAC000007,0.04
MAC000007,0.043
MAC000007,0.04
MAC000007,0.052
MAC000007,0.082
MAC000007,0.062
MAC000007,0.08
MAC000007,0.06
MAC000007,0.084
MAC000007,0.037
MAC000007,0.045
MAC000007,0.028
MAC000007,0.084
MAC000007,0.064
MAC000007,0.115
MAC000007,0.069
MAC000007,0.05
MAC000007,0.025
MAC000007,0.044
MAC000007,0.031
MAC000007,0.118
MAC000007,0.066
MAC000007,0.079
MAC000007,0.065
MAC000007,0.063
MAC000007,0.048
MAC000007,0.07
MAC000007,0.034
MAC000007,0.067
MAC000007,0.083
MAC000007,0.067
MAC000007,0.115
MAC000007,0.067
MAC000007,0.032
MAC000007,0.04
MAC000007,0.026
MAC000007,0.063
MAC000007,0.095
MAC000007,0.077
MAC000007,0.082
MAC000007,0.061
MAC000007,0.029
MAC000007,0.045
MAC000007,0.062
MAC000007,0.034
MAC000007,0.088
MAC000007,0.062
MAC000007,0.06
MAC000007,0.087
MAC000007,0.063
MAC000007,0.026
MAC000007,0.025
MAC000007,0.064
MAC000007,0.064
MAC000007,0.081
MAC000007,0.108
MAC000007,0.051
MAC000007,0.034
MAC000007,0.038
MAC000007,0.026
MAC000007,0.088
MAC000007,0.087
MAC000007,0.08
MAC000007,0.061
MAC000007,0.059
MAC000007,0.026
MAC000007,0.07
MAC000007,0.039
MAC000007,0.079
MAC000007,0.065
MAC000007,0.108
MAC000007,0.092
MAC000007,0.066
MAC000007,0.05
MAC000007,0.032
MAC000007,0.066
MAC000007,0.072
MAC000007,0.098
MAC000007,0.102
MAC000007,0.056
MAC000007,0.046
MAC000007,0.026
MAC000007,0.046
MAC000007,0.069
MAC000007,0.091
MAC000007,0.078
MAC000007,0.061
MAC000007,0.068
MAC000007,0.026
MAC000007,0.065
MAC000007,0.046
MAC000007,0.06
MAC000007,0.083
MAC000007,0.061
MAC000007,0.087
MAC000007,0.065
MAC000007,0.044
MAC000007,0.026
MAC000007,0.05
MAC000007,0.065
MAC000007,0.093
MAC000007,0.095
MAC000007,0.075
MAC000007,0.025
MAC000007,0.044
MAC000007,0.026
MAC000007,0.067
MAC000007,0.096
MAC000007,0.079
MAC000007,0.061
MAC000007,0.076
MAC000007,0.026
MAC000007,0.065
MAC000007,0.052
MAC000007,0.052
MAC000007,0.098
MAC000007,0.23
MAC000007,1.311
MAC000007,0.447
MAC000007,0.213
MAC000007,0.557
MAC000007,0.312
MAC000007,0.225
MAC000007,0.216
MAC000007,0.163
MAC000007,0.331
MAC000007,0.18
MAC000007,0.163
MAC000007,0.082
MAC000007,0.061
MAC000007,0.068
MAC000007,0.026
MAC000007,0.062
MAC000007,0.053
MAC000007,0.066
MAC000007,0.082
MAC000007,0.062
MAC000007,0.073
MAC000007,0.066
MAC000007,0.026
MAC000007,0.046
MAC000007,0.054
MAC000007,0.063
MAC000007,0.106
MAC000007,0.281
MAC000007,0.093
MAC000007,0.866
MAC000007,0.192
MAC000007,0.161
MAC000007,0.161
MAC000007,0.106
MAC000007,0.067
MAC000007,0.085
MAC000007,0.11
MAC000007,0.128
MAC000007,0.309
MAC000007,0.137
MAC000007,0.185
MAC000007,0.158
MAC000007,0.228
MAC000007,0.321
MAC000007,0.108
MAC000007,0.09
MAC000007,0.15
MAC000007,0.487
MAC000007,0.952
MAC000007,0.132
MAC000007,0.178
MAC000007,0.21
MAC000007,0.32
MAC000007,0.581
MAC000007,0.223
MAC000007,0.23
MAC000007,0.357
MAC000007,0.196
MAC000007,0.163
MAC000007,0.052
MAC000007,0.078
MAC000007,0.114
MAC000007,0.085
MAC000007,0.067
MAC000007,0.072
MAC000007,0.088
MAC000007,0.083
MAC000007,0.056
MAC000007,0.032
MAC000007,0.037
MAC000007,0.081
MAC000007,0.075
MAC000007,0.104
MAC000007,0.078
MAC000007,0.066
MAC000007,0.167
MAC000007,0.092
MAC000007,0.686
MAC000007,0.434
MAC000007,0.146
MAC000007,0.147
MAC000007,0.53
MAC000007,0.355
MAC000007,0.086
MAC000007,0.106
MAC000007,0.069
MAC000007,0.063
MAC000007,0.075
MAC000007,0.064
MAC000007,0.071
MAC000007,0.085
MAC000007,0.055
MAC000007,0.068
MAC000007,0.077
MAC000007,0.089
MAC000007,0.312
MAC000007,0.172
MAC000007,0.232
MAC000007,0.247
MAC000007,0.245
MAC000007,0.208
MAC000007,0.506
MAC000007,0.29
MAC000007,0.246
MAC000007,0.381
MAC000007,0.213
MAC000007,0.192
MAC000007,0.076
MAC000007,0.068
MAC000007,0.119
MAC000007,0.102
MAC000007,0.074
MAC000007,0.091
MAC000007,0.067
MAC000007,0.068
MAC000007,0.114
MAC000007,0.101
MAC000007,0.081
MAC000007,0.084
MAC000007,0.067
MAC000007,0.071
MAC000007,0.1
MAC000007,0.099
MAC000007,0.082
MAC000007,0.204
MAC000007,0.191
MAC000007,0.586
MAC000007,0.512
MAC000007,0.125
MAC000007,0.363
MAC000007,0.446
MAC000007,0.154
MAC000007,0.076
MAC000007,0.176
MAC000007,0.309
MAC000007,0.153
MAC000007,0.134
MAC000007,0.178
MAC000007,0.158
MAC000007,0.182
MAC000007,0.161
MAC000007,0.17
MAC000007,0.102
MAC000007,1.209
MAC000007,0.268
MAC000007,0.182
MAC000007,0.193
MAC000007,0.153
MAC000007,0.129
MAC000007,0.173
MAC000007,0.164
MAC000007,0.158
MAC000007,0.249
MAC000007,0.186
MAC000007,0.069
MAC000007,0.072
MAC000007,0.089
MAC000007,0.076
MAC000007,0.119
MAC000007,0.104
MAC000007,0.066
MAC000007,0.086
MAC000007,0.036
MAC000007,0.048
MAC000007,0.063
MAC000007,0.057
MAC000007,0.092
MAC000007,0.069
MAC000007,0.067
MAC000007,0.091
MAC000007,0.106
MAC000007,0.208
MAC000007,0.289
MAC000007,0.719
MAC000007,0.167
MAC000007,0.453
MAC000007,0.163
MAC000007,0.544
MAC000007,0.105
MAC000007,0.146
MAC000007,0.192
MAC000007,0.083
MAC000007,0.048
MAC000007,0.042
MAC000007,0.042
MAC000007,0.087
MAC000007,0.072
MAC000007,0.119
MAC000007,0.081
MAC000007,0.095
MAC000007,0.105
MAC000007,0.325
MAC000007,1.5369999
MAC000007,0.613
MAC000007,0.136
MAC000007,0.18
MAC000007,0.28
MAC000007,0.389
MAC000007,0.263
MAC000007,0.23
MAC000007,0.309
MAC000007,0.136
MAC000007,0.054
MAC000007,0.062
MAC000007,0.079
MAC000007,0.067
MAC000007,0.064
MAC000007,0.087
MAC000007,0.078
MAC000007,0.098
MAC000007,0.093
MAC000007,0.037
MAC000007,0.029
MAC000007,0.028
MAC000007,0.077
MAC000007,0.102
MAC000007,0.072
MAC000007,0.064
MAC000007,0.093
MAC000007,0.185
MAC000007,0.157
MAC000007,0.928
MAC000007,0.155
MAC000007,0.296
MAC000007,0.523
MAC000007,0.298
MAC000007,0.084
MAC000007,0.128
MAC000007,0.095
MAC000007,0.063
MAC000007,0.082
MAC000007,0.082
MAC000007,0.134
MAC000007,0.123
MAC000007,0.123
MAC000007,0.172
MAC000007,0.212
MAC000007,0.141
MAC000007,0.096
MAC000007,0.108
MAC000007,0.154
MAC000007,0.528
MAC000007,0.244
MAC000007,0.425
MAC000007,0.294
MAC000007,0.248
MAC000007,0.191
MAC000007,0.202
MAC000007,0.338
MAC000007,0.175
MAC000007,0.086
MAC000007,0.111
MAC000007,0.098
MAC000007,0.074
MAC000007,0.063
MAC000007,0.087
MAC000007,0.029
MAC000007,0.057
MAC000007,0.047
MAC000007,0.077
MAC000007,0.066
MAC000007,0.065
MAC000007,0.077
MAC000007,0.098
MAC000007,0.099
MAC000007,0.028
MAC000007,0.032
MAC000007,0.241
MAC000007,0.169
MAC000007,0.546
MAC000007,0.128
MAC000007,0.141
MAC000007,0.528
MAC000007,0.137
MAC000007,0.071
MAC000007,0.027
MAC000007,0.171
MAC000007,0.199
MAC000007,0.198
MAC000007,0.2
MAC000007,0.153
MAC000007,0.146
MAC000007,0.152
MAC000007,0.106
MAC000007,0.138
MAC000007,0.128
MAC000007,0.147
MAC000007,0.114
MAC000007,0.903
MAC000007,0.874
MAC000007,0.202
MAC000007,0.45
MAC000007,0.693
MAC000007,0.457
MAC000007,0.554
MAC000007,0.287
MAC000007,0.344
MAC000007,0.231
MAC000007,0.177
MAC000007,0.104
MAC000007,0.043
MAC000007,0.047
MAC000007,0.028
MAC000007,0.047
MAC000007,0.091
MAC000007,0.11
MAC000007,0.064
MAC000007,0.081
MAC000007,0.063
MAC000007,0.081
MAC000007,0.099
MAC000007,0.085
MAC000007,0.031
MAC000007,0.031
MAC000007,0.043
MAC000007,0.168
MAC000007,0.584
MAC000007,0.477
MAC000007,0.144
MAC000007,0.083
MAC000007,0.066
MAC000007,0.048
MAC000007,0.053
MAC000007,0.066
MAC000007,0.094
MAC000007,0.073
MAC000007,0.071
MAC000007,0.08
MAC000007,0.103
MAC000007,0.106
MAC000007,0.038
MAC000007,0.049
MAC000007,0.029
MAC000007,0.058
MAC000007,0.096
MAC000007,0.111
MAC000007,0.063
MAC000007,0.071
MAC000007,0.065
MAC000007,0.035
MAC000007,0.18
MAC000007,0.604
MAC000007,0.498
MAC000007,0.607
MAC000007,0.32
MAC000007,0.193
MAC000007,0.097
MAC000007,0.072
MAC000007,0.032
MAC000007,0.031
MAC000007,0.037
MAC000007,0.121
MAC000007,0.101
MAC000007,0.067
MAC000007,0.067
MAC000007,0.092
MAC000007,0.037
MAC000007,0.075
MAC000007,0.099
MAC000007,0.091
MAC000007,0.067
MAC000007,0.049
MAC000007,0.064
MAC000007,0.31
MAC000007,0.169
MAC000007,0.097
MAC000007,0.121
MAC000007,0.17
MAC000007,0.091
MAC000007,0.156
MAC000007,0.161
MAC000007,0.171
MAC000007,0.331
MAC000007,1.002
MAC000007,0.147
MAC000007,0.119
MAC000007,0.213
MAC000007,0.094
MAC000007,0.061
MAC000007,0.079
MAC000007,0.113
MAC000007,0.216
MAC000007,0.157
MAC000007,0.154
MAC000007,0.15
MAC000007,0.216
MAC000007,0.362
MAC000007,0.187
MAC000007,0.231
MAC000007,0.257
MAC000007,0.243
MAC000007,0.193
MAC000007,0.308
MAC000007,0.198
MAC000007,0.197
MAC000007,0.099
MAC000007,0.075
MAC000007,0.032
MAC000007,0.031
MAC000007,0.047
MAC000007,0.091
MAC000007,0.104
MAC000007,0.074
MAC000007,0.066
MAC000007,0.067
MAC000007,0.096
MAC000007,0.067
MAC000007,0.054
MAC000007,0.032
MAC000007,0.041
MAC000007,0.069
MAC000007,0.119
MAC000007,0.272
MAC000007,0.417
MAC000007,0.258
MAC000007,0.171
MAC000007,0.269
MAC000007,0.516
MAC000007,0.309
MAC000007,0.105
MAC000007,0.142
MAC000007,0.131
MAC000007,0.273
MAC000007,0.123
MAC000007,0.061
MAC000007,0.033
MAC000007,0.07
MAC000007,0.085
MAC000007,0.099
MAC000007,0.125
MAC000007,0.2
MAC000007,0.452
MAC000007,1.124
MAC000007,1.691
MAC000007,0.279
MAC000007,0.474
MAC000007,0.229
MAC000007,0.364
MAC000007,0.504
MAC000007,0.224
MAC000007,0.308
MAC000007,0.265
MAC000007,0.188
MAC000007,0.108
MAC000007,0.078
MAC000007,0.101
MAC000007,0.072
MAC000007,0.067
MAC000007,0.068
MAC000007,0.088
MAC000007,0.067
MAC000007,0.074
MAC000007,0.033
MAC000007,0.06
MAC000007,0.07
MAC000007,0.078
MAC000007,0.106
MAC000007,0.129
MAC000007,0.068
MAC000007,0.058
MAC000007,0.236
MAC000007,0.271
MAC000007,0.792
MAC000007,0.172
MAC000007,0.099
MAC000007,0.082
MAC000007,0.071
MAC000007,0.097
MAC000007,0.124
MAC000007,0.037
MAC000007,0.031
MAC000007,0.09
MAC000007,0.115
MAC000007,0.135
MAC000007,0.179
MAC000007,0.307
MAC000007,0.171
MAC000007,0.178
MAC000007,0.132
MAC000007,0.148
MAC000007,0.738
MAC000007,0.429
MAC000007,0.203
MAC000007,0.211
MAC000007,0.315
MAC000007,0.505
MAC000007,0.267
MAC000007,0.23
MAC000007,0.34
MAC000007,0.183
MAC000007,0.087
MAC000007,0.082
MAC000007,0.046
MAC000007,0.033
MAC000007,0.084
MAC000007,0.079
MAC000007,0.092
MAC000007,0.12
MAC000007,0.093
MAC000007,0.067
MAC000007,0.09
MAC000007,0.045
MAC000007,0.033
MAC000007,0.086
MAC000007,0.052
MAC000007,0.073
MAC000007,0.092
MAC000007,0.077
MAC000007,0.311
MAC000007,0.197
MAC000007,1.043
MAC000007,0.113
MAC000007,0.101
MAC000007,0.483
MAC000007,0.414
MAC000007,0.096
MAC000007,0.262
MAC000007,0.175
MAC000007,0.18
MAC000007,0.155
MAC000007,0.063
MAC000007,0.084
MAC000007,0.063
MAC000007,0.065
MAC000007,0.085
MAC000007,0.102
MAC000007,0.837
MAC000007,1.2589999
MAC000007,0.131
MAC000007,0.208
MAC000007,0.231
MAC000007,0.231
MAC000007,0.197
MAC000007,0.191
MAC000007,0.192
MAC000007,0.198
MAC000007,0.19
MAC000007,0.244
MAC000007,0.074
MAC000007,0.073
MAC000007,0.07
MAC000007,0.068
MAC000007,0.104
MAC000007,0.122
MAC000007,0.082
MAC000007,0.066
MAC000007,0.08
MAC000007,0.043
MAC000007,0.031
MAC000007,0.067
MAC000007,0.086
MAC000007,0.07
MAC000007,0.067
MAC000007,0.089
MAC000007,0.066
MAC000007,0.288
MAC000007,0.23
MAC000007,0.554
MAC000007,0.147
MAC000007,0.153
MAC000007,0.237
MAC000007,0.472
MAC000007,0.292
MAC000007,0.15
MAC000007,0.174
MAC000007,0.232
MAC000007,0.16
MAC000007,0.094
MAC000007,0.074
MAC000007,0.103
MAC000007,0.088
MAC000007,0.045
MAC000007,0.032
MAC000007,0.045
MAC000007,0.064
MAC000007,0.084
MAC000007,0.137
MAC000007,1.349
MAC000007,0.425
MAC000007,0.551
MAC000007,0.393
MAC000007,0.836
MAC000007,0.299
MAC000007,0.194
MAC000007,0.275
MAC000007,0.195
MAC000007,0.132
MAC000007,0.058
MAC000007,0.051
MAC000007,0.043
MAC000007,0.084
MAC000007,0.085
MAC000007,0.102
MAC000007,0.117
MAC000007,0.041
MAC000007,0.052
MAC000007,0.061
MAC000007,0.081
MAC000007,0.081
MAC000007,0.102
MAC000007,0.068
MAC000007,0.033
MAC000007,0.091
MAC000007,0.208
MAC000007,0.161
MAC000007,0.51
MAC000007,0.092
MAC000007,0.25
MAC000007,0.073
MAC000007,0.096
MAC000007,0.061
MAC000007,0.076
MAC000007,0.089
MAC000007,1.054
MAC000007,0.352
MAC000007,0.148
MAC000007,0.166
MAC000007,0.145
MAC000007,0.092
MAC000007,0.084
MAC000007,0.074
MAC000007,0.213
MAC000007,0.054
MAC000007,0.089
MAC000007,0.069
MAC000007,0.086
MAC000007,0.1
MAC000007,0.125
MAC000007,0.084
MAC000007,0.056
MAC000007,0.043
MAC000007,0.084
MAC000007,0.09
MAC000007,0.313
MAC000007,0.206
MAC000007,0.035
MAC000007,0.051
MAC000007,0.062
MAC000007,0.085
MAC000007,0.087
MAC000007,0.108
MAC000007,0.035
MAC000007,0.059
MAC000007,0.072
MAC000007,0.073
MAC000007,0.099
MAC000007,0.09
MAC000007,0.054
MAC000007,0.039
MAC000007,0.089
MAC000007,0.068
MAC000007,0.184
MAC000007,0.245
MAC000007,0.606
MAC000007,0.555
MAC000007,0.119
MAC000007,0.579
MAC000007,0.388
MAC000007,0.165
MAC000007,0.626
MAC000007,0.297
MAC000007,0.163
MAC000007,0.281
MAC000007,0.165
MAC000007,0.133
MAC000007,0.147
MAC000007,0.075
MAC000007,0.085
MAC000007,0.102
MAC000007,0.117
MAC000007,0.057
MAC000007,0.05
MAC000007,1.021
MAC000007,0.912
MAC000007,0.202
MAC000007,0.198
MAC000007,0.207
MAC000007,0.17
MAC000007,0.458
MAC000007,0.261
MAC000007,0.271
MAC000007,0.162
MAC000007,0.112
MAC000007,0.101
MAC000007,0.121
MAC000007,0.1
MAC000007,0.1
MAC000007,0.109
MAC000007,0.066
MAC000007,0.087
MAC000007,0.066
MAC000007,0.087
MAC000007,0.057
MAC000007,0.08
MAC000007,0.084
MAC000007,0.039
MAC000007,0.081
MAC000007,0.081
MAC000007,0.079
MAC000007,0.264
MAC000007,1.171
MAC000007,0.206
MAC000007,0.109
MAC000007,0.601
MAC000007,0.43
MAC000007,0.106
MAC000007,0.183
MAC000007,0.101
MAC000007,0.124
MAC000007,0.451
MAC000007,0.616
MAC000007,0.154
MAC000007,0.21
MAC000007,0.16
MAC000007,0.138
MAC000007,0.15
MAC000007,0.12
MAC000007,0.25
MAC000007,0.162
MAC000007,0.374
MAC000007,0.246
MAC000007,0.251
MAC000007,0.48
MAC000007,0.914
MAC000007,0.262
MAC000007,0.258
MAC000007,0.244
MAC000007,0.452
MAC000007,0.259
MAC000007,0.366
MAC000007,0.256
MAC000007,0.221
MAC000007,0.105
MAC000007,0.087
MAC000007,0.031
MAC000007,0.052
MAC000007,0.032
MAC000007,0.071
MAC000007,0.094
MAC000007,0.102
MAC000007,0.122
MAC000007,0.089
MAC000007,0.072
MAC000007,0.081
MAC000007,0.049
MAC000007,0.052
MAC000007,0.048
MAC000007,0.076
MAC000007,0.576
MAC000007,0.161
MAC000007,0.568
MAC000007,0.443
MAC000007,0.274
MAC000007,0.181
MAC000007,0.133
MAC000007,0.098
MAC000007,0.106
MAC000007,0.125
MAC000007,0.261
MAC000007,0.207
MAC000007,0.082
MAC000007,0.145
MAC000007,0.108
MAC000007,0.124
MAC000007,0.26
MAC000007,0.119
MAC000007,0.143
MAC000007,0.181
MAC000007,0.315
MAC000007,1.775
MAC000007,0.306
MAC000007,0.244
MAC000007,0.245
MAC000007,0.199
MAC000007,0.466
MAC000007,0.502
MAC000007,0.221
MAC000007,0.366
MAC000007,0.245
MAC000007,0.211
MAC000007,0.105
MAC000007,0.119
MAC000007,0.051
MAC000007,0.045
MAC000007,0.039
MAC000007,0.044
MAC000007,0.09
MAC000007,0.094
MAC000007,0.121
MAC000007,0.1
MAC000007,0.073
MAC000007,0.08
MAC000007,0.066
MAC000007,0.052
MAC000007,0.036
MAC000007,0.087
MAC000007,0.07
MAC000007,0.261
MAC000007,0.345
MAC000007,0.407
MAC000007,0.192
MAC000007,0.3
MAC000007,0.542
MAC000007,0.39
MAC000007,0.124
MAC000007,0.152
MAC000007,0.299
MAC000007,0.139
MAC000007,0.158
MAC000007,0.106
MAC000007,0.052
MAC000007,0.047
MAC000007,0.088
MAC000007,0.068
MAC000007,0.095
MAC000007,0.101
MAC000007,0.19
MAC000007,1.073
MAC000007,0.329
MAC000007,0.229
MAC000007,0.226
MAC000007,0.471
MAC000007,0.253
MAC000007,0.242
MAC000007,0.254
MAC000007,0.337
MAC000007,0.216
MAC000007,0.045
MAC000007,0.051
MAC000007,0.06
MAC000007,0.087
MAC000007,0.067
MAC000007,0.114
MAC000007,0.101
MAC000007,0.118
MAC000007,0.038
MAC000007,0.051
MAC000007,0.032
MAC000007,0.061
MAC000007,0.07
MAC000007,0.122
MAC000007,0.101
MAC000007,0.092
MAC000007,0.065
MAC000007,0.089
MAC000007,0.183
MAC000007,0.151
MAC000007,0.582
MAC000007,0.189
MAC000007,0.127
MAC000007,0.109
MAC000007,0.092
MAC000007,0.073
MAC000007,0.221
MAC000007,0.195
MAC000007,0.17
