LCLid,KWH/hh (per half hour)
MAC000010,0.446
MAC000010,0.394
MAC000010,0.572
MAC000010,0.767
MAC000010,0.713
MAC000010,0.512
MAC000010,0.584
MAC000010,0.656
MAC000010,0.642
MAC000010,0.686
MAC000010,0.585
MAC000010,0.391
MAC000010,0.44
MAC000010,0.416
MAC000010,0.332
MAC000010,0.342
MAC000010,0.519
MAC000010,0.372
MAC000010,0.367
MAC000010,0.363
MAC000010,0.394
MAC000010,0.413
MAC000010,0.826
MAC000010,2.296
MAC000010,1.574
MAC000010,1.252
MAC000010,1.306
MAC000010,0.741
MAC000010,0.64
MAC000010,0.488
MAC000010,0.347
MAC000010,0.379
MAC000010,0.587
MAC000010,0.309
MAC000010,0.276
MAC000010,0.232
MAC000010,0.254
MAC000010,0.262
MAC000010,0.249
MAC000010,0.207
MAC000010,0.218
MAC000010,0.266
MAC000010,0.224
MAC000010,0.18
MAC000010,0.167
MAC000010,0.218
MAC000010,0.243
MAC000010,0.207
MAC000010,0.698
MAC000010,0.819
MAC000010,1.919
MAC000010,1.15
MAC000010,1.094
MAC000010,1.24
MAC000010,1.265
MAC000010,0.443
MAC000010,0.364
MAC000010,0.387
MAC000010,0.36
MAC000010,0.634
MAC000010,0.917
MAC000010,0.871
MAC000010,0.838
MAC000010,0.299
MAC000010,0.73
MAC000010,0.369
MAC000010,0.367
MAC000010,0.504
MAC000010,0.483
MAC000010,0.444
MAC000010,0.459
MAC000010,0.715
MAC000010,2.062
MAC000010,0.571
MAC000010,0.642
MAC000010,0.895
MAC000010,0.962
MAC000010,1.064
MAC000010,1.074
MAC000010,0.436
MAC000010,0.933
MAC000010,0.941
MAC000010,0.265
MAC000010,0.197
MAC000010,0.195
MAC000010,0.267
MAC000010,0.257
MAC000010,0.219
MAC000010,0.186
MAC000010,0.239
MAC000010,0.218
MAC000010,0.206
MAC000010,0.151
MAC000010,0.18
MAC000010,0.232
MAC000010,0.24
MAC000010,0.426
MAC000010,0.261
MAC000010,0.518
MAC000010,0.408
MAC000010,0.616
MAC000010,0.491
MAC000010,0.39
MAC000010,0.386
MAC000010,0.23
MAC000010,0.249
MAC000010,0.268
MAC000010,0.25
MAC000010,0.202
MAC000010,0.237
MAC000010,0.687
MAC000010,1.283
MAC000010,0.338
MAC000010,0.362
MAC000010,0.246
MAC000010,0.42
MAC000010,0.351
MAC000010,0.386
MAC000010,0.554
MAC000010,2.0439999
MAC000010,1.258
MAC000010,0.471
MAC000010,0.532
MAC000010,0.636
MAC000010,0.521
MAC000010,0.914
MAC000010,1.289
MAC000010,0.634
MAC000010,0.714
MAC000010,1.184
MAC000010,0.308
MAC000010,0.251
MAC000010,0.272
MAC000010,0.269
MAC000010,0.208
MAC000010,0.201
MAC000010,0.251
MAC000010,0.242
MAC000010,0.185
MAC000010,0.15
MAC000010,0.212
MAC000010,0.206
MAC000010,0.293
MAC000010,0.548
MAC000010,0.365
MAC000010,0.459
MAC000010,0.359
MAC000010,0.383
MAC000010,0.485
MAC000010,0.372
MAC000010,0.338
MAC000010,0.593
MAC000010,0.609
MAC000010,0.365
MAC000010,1.077
MAC000010,0.485
MAC000010,0.527
MAC000010,0.356
MAC000010,1.4960001
MAC000010,0.49
MAC000010,0.365
MAC000010,0.79
MAC000010,0.851
MAC000010,0.513
MAC000010,0.733
MAC000010,1.961
MAC000010,0.871
MAC000010,0.971
MAC000010,0.921
MAC000010,0.746
MAC000010,1.28
MAC000010,0.725
MAC000010,0.693
MAC000010,0.61
MAC000010,0.488
MAC000010,0.424
MAC000010,0.403
MAC000010,0.36
MAC000010,0.332
MAC000010,0.393
MAC000010,0.364
MAC000010,0.351
MAC000010,0.305
MAC000010,0.352
MAC000010,0.368
MAC000010,0.353
MAC000010,0.278
MAC000010,0.311
MAC000010,0.33
MAC000010,0.309
MAC000010,0.294
MAC000010,0.556
MAC000010,0.395
MAC000010,0.378
MAC000010,0.342
MAC000010,0.571
MAC000010,0.797
MAC000010,0.486
MAC000010,0.471
MAC000010,0.562
MAC000010,0.496
MAC000010,0.463
MAC000010,0.63
MAC000010,1.294
MAC000010,1.291
MAC000010,0.745
MAC000010,0.904
MAC000010,0.806
MAC000010,0.422
MAC000010,1.0369999
MAC000010,0.407
MAC000010,0.43
MAC000010,0.504
MAC000010,1.618
MAC000010,1.483
MAC000010,1.41
MAC000010,0.919
MAC000010,0.623
MAC000010,1.402
MAC000010,0.937
MAC000010,0.742
MAC000010,1.372
MAC000010,0.379
MAC000010,0.249
MAC000010,0.391
MAC000010,0.32
MAC000010,0.236
MAC000010,0.186
MAC000010,0.22
MAC000010,0.242
MAC000010,0.225
MAC000010,0.182
MAC000010,0.22
MAC000010,0.231
MAC000010,0.175
MAC000010,0.15
MAC000010,0.498
MAC000010,0.641
MAC000010,0.395
MAC000010,0.574
MAC000010,0.736
MAC000010,0.603
MAC000010,0.664
MAC000010,0.852
MAC000010,0.711
MAC000010,0.493
MAC000010,0.745
MAC000010,0.789
MAC000010,0.35
MAC000010,0.298
MAC000010,0.691
MAC000010,0.384
MAC000010,0.382
MAC000010,0.333
MAC000010,1.156
MAC000010,1.0779999
MAC000010,0.647
MAC000010,1.8940001
MAC000010,0.713
MAC000010,0.4
MAC000010,0.506
MAC000010,0.675
MAC000010,0.617
MAC000010,0.385
MAC000010,0.874
MAC000010,1.133
MAC000010,0.496
MAC000010,0.468
MAC000010,0.571
MAC000010,0.453
MAC000010,0.473
MAC000010,0.91
MAC000010,0.277
MAC000010,0.83
MAC000010,0.25
MAC000010,0.249
MAC000010,0.193
MAC000010,0.194
MAC000010,0.246
MAC000010,0.234
MAC000010,0.18
MAC000010,0.194
MAC000010,0.22
MAC000010,0.191
MAC000010,0.266
MAC000010,0.188
MAC000010,0.241
MAC000010,0.193
MAC000010,0.189
MAC000010,0.708
MAC000010,0.921
MAC000010,0.729
MAC000010,0.815
MAC000010,1.082
MAC000010,0.374
MAC000010,0.631
MAC000010,1.348
MAC000010,0.644
MAC000010,0.798
MAC000010,0.723
MAC000010,0.685
MAC000010,0.388
MAC000010,0.425
MAC000010,0.45
MAC000010,0.398
MAC000010,0.393
MAC000010,0.341
MAC000010,0.348
MAC000010,0.422
MAC000010,0.403
MAC000010,1.094
MAC000010,1.794
MAC000010,0.929
MAC000010,0.568
MAC000010,0.596
MAC000010,1.275
MAC000010,1.279
MAC000010,0.934
MAC000010,0.543
MAC000010,0.887
MAC000010,0.289
MAC000010,0.218
MAC000010,0.24
MAC000010,0.242
MAC000010,0.22
MAC000010,0.183
MAC000010,0.213
MAC000010,0.234
MAC000010,0.209
MAC000010,0.178
MAC000010,0.199
MAC000010,0.202
MAC000010,0.169
MAC000010,0.148
MAC000010,0.475
MAC000010,0.406
MAC000010,0.32
MAC000010,0.462
MAC000010,0.531
MAC000010,0.55
MAC000010,0.422
MAC000010,0.378
MAC000010,0.378
MAC000010,0.367
MAC000010,0.445
MAC000010,0.329
MAC000010,0.321
MAC000010,0.273
MAC000010,0.287
MAC000010,0.348
MAC000010,0.968
MAC000010,0.77
MAC000010,0.279
MAC000010,0.389
MAC000010,0.317
MAC000010,0.263
MAC000010,0.409
MAC000010,0.439
MAC000010,0.51
MAC000010,0.414
MAC000010,1.674
MAC000010,0.692
MAC000010,0.669
MAC000010,0.612
MAC000010,0.637
MAC000010,0.764
MAC000010,0.575
MAC000010,0.432
MAC000010,0.252
MAC000010,0.237
MAC000010,0.25
MAC000010,0.248
MAC000010,0.184
MAC000010,0.204
MAC000010,0.244
MAC000010,0.218
MAC000010,0.173
MAC000010,0.214
MAC000010,0.225
MAC000010,0.171
MAC000010,0.143
MAC000010,0.206
MAC000010,0.221
MAC000010,0.18
MAC000010,0.478
MAC000010,0.495
MAC000010,0.39
MAC000010,1.22
MAC000010,0.571
MAC000010,0.468
MAC000010,0.4
MAC000010,1.283
MAC000010,0.709
MAC000010,0.299
MAC000010,0.594
MAC000010,0.674
MAC000010,0.336
MAC000010,0.337
MAC000010,0.207
MAC000010,0.265
MAC000010,0.267
MAC000010,0.212
MAC000010,0.23
MAC000010,0.269
MAC000010,0.299
MAC000010,0.503
MAC000010,0.519
MAC000010,1.376
MAC000010,1.51
MAC000010,1.138
MAC000010,0.537
MAC000010,0.605
MAC000010,0.559
MAC000010,0.551
MAC000010,1.273
MAC000010,0.632
MAC000010,0.921
MAC000010,0.643
MAC000010,0.621
MAC000010,0.289
MAC000010,0.774
MAC000010,0.199
MAC000010,0.238
MAC000010,0.213
MAC000010,0.179
MAC000010,0.227
MAC000010,0.211
MAC000010,0.154
MAC000010,0.162
MAC000010,0.207
MAC000010,0.2
MAC000010,0.216
MAC000010,0.656
MAC000010,0.563
MAC000010,0.413
MAC000010,0.41
MAC000010,0.451
MAC000010,0.342
MAC000010,0.353
MAC000010,0.545
MAC000010,0.387
MAC000010,0.746
MAC000010,0.725
MAC000010,0.253
MAC000010,0.204
MAC000010,0.24
MAC000010,0.263
MAC000010,0.218
MAC000010,0.386
MAC000010,0.307
MAC000010,0.274
MAC000010,0.226
MAC000010,0.349
MAC000010,0.305
MAC000010,0.42
MAC000010,1.857
MAC000010,0.964
MAC000010,0.572
MAC000010,0.549
MAC000010,0.485
MAC000010,0.539
MAC000010,0.587
MAC000010,0.529
MAC000010,0.758
MAC000010,0.921
MAC000010,0.772
MAC000010,0.302
MAC000010,0.328
MAC000010,0.724
MAC000010,0.19
MAC000010,0.189
MAC000010,0.242
MAC000010,0.212
MAC000010,0.18
MAC000010,0.202
MAC000010,0.193
MAC000010,0.144
MAC000010,0.173
MAC000010,0.227
MAC000010,0.371
MAC000010,0.21
MAC000010,0.441
MAC000010,0.429
MAC000010,0.447
MAC000010,0.701
MAC000010,1.046
MAC000010,0.451
MAC000010,0.407
MAC000010,0.3
MAC000010,0.316
MAC000010,0.413
MAC000010,0.417
MAC000010,0.369
MAC000010,0.52
MAC000010,0.399
MAC000010,0.323
MAC000010,0.446
MAC000010,1.9069999
MAC000010,0.456
MAC000010,0.531
MAC000010,0.502
MAC000010,0.548
MAC000010,1.01
MAC000010,1.714
MAC000010,0.693
MAC000010,0.747
MAC000010,0.731
MAC000010,1.6289999
MAC000010,0.663
MAC000010,0.652
MAC000010,0.631
MAC000010,1.159
MAC000010,0.906
MAC000010,0.539
MAC000010,1.0319999
MAC000010,0.448
MAC000010,0.346
MAC000010,0.281
MAC000010,0.271
MAC000010,0.217
MAC000010,0.202
MAC000010,0.248
MAC000010,0.217
MAC000010,0.175
MAC000010,0.149
MAC000010,0.207
MAC000010,0.232
MAC000010,0.196
MAC000010,0.389
MAC000010,0.454
MAC000010,0.592
MAC000010,0.492
MAC000010,0.524
MAC000010,0.539
MAC000010,1.169
MAC000010,0.434
MAC000010,0.263
MAC000010,0.262
MAC000010,0.222
MAC000010,0.24
MAC000010,0.268
MAC000010,0.251
MAC000010,0.204
MAC000010,0.239
MAC000010,0.262
MAC000010,0.227
MAC000010,0.49
MAC000010,0.462
MAC000010,0.539
MAC000010,0.849
MAC000010,2.2079999
MAC000010,1.182
MAC000010,0.544
MAC000010,0.969
MAC000010,1.38
MAC000010,1.112
MAC000010,0.522
MAC000010,0.625
MAC000010,0.904
MAC000010,0.3
MAC000010,0.269
MAC000010,0.316
MAC000010,0.255
MAC000010,0.194
MAC000010,0.213
MAC000010,0.236
MAC000010,0.189
MAC000010,0.183
MAC000010,0.238
MAC000010,0.203
MAC000010,0.151
MAC000010,0.207
MAC000010,0.257
MAC000010,0.609
MAC000010,0.336
MAC000010,0.269
MAC000010,0.22
MAC000010,0.245
MAC000010,0.267
MAC000010,0.216
MAC000010,0.382
MAC000010,0.503
MAC000010,0.32
MAC000010,0.486
MAC000010,0.38
MAC000010,0.398
MAC000010,0.338
MAC000010,1.325
MAC000010,1.24
MAC000010,0.889
MAC000010,0.418
MAC000010,0.569
MAC000010,0.578
MAC000010,0.611
MAC000010,0.669
MAC000010,0.642
MAC000010,0.918
MAC000010,0.785
MAC000010,0.766
MAC000010,1.057
MAC000010,1.347
MAC000010,2.1110001
MAC000010,1.059
MAC000010,0.663
MAC000010,1.099
MAC000010,0.943
MAC000010,0.74
MAC000010,1.12
MAC000010,0.499
MAC000010,0.495
MAC000010,0.292
MAC000010,0.227
MAC000010,0.27
MAC000010,0.264
MAC000010,0.201
MAC000010,0.22
MAC000010,0.253
MAC000010,0.206
MAC000010,0.176
MAC000010,0.213
MAC000010,0.189
MAC000010,0.307
MAC000010,0.246
MAC000010,0.208
MAC000010,0.178
MAC000010,0.239
MAC000010,0.201
MAC000010,1.027
MAC000010,0.919
MAC000010,0.892
MAC000010,0.872
MAC000010,0.795
MAC000010,0.394
MAC000010,0.325
MAC000010,0.372
MAC000010,0.694
MAC000010,1.781
MAC000010,0.56
MAC000010,0.88
MAC000010,0.468
MAC000010,0.971
MAC000010,0.509
MAC000010,0.387
MAC000010,0.38
MAC000010,0.31
MAC000010,0.457
MAC000010,1.586
MAC000010,1.176
MAC000010,1.215
MAC000010,0.455
MAC000010,0.623
MAC000010,1.12
MAC000010,0.649
MAC000010,1.256
MAC000010,0.675
MAC000010,0.797
MAC000010,0.349
MAC000010,0.242
MAC000010,0.224
MAC000010,0.245
MAC000010,0.205
MAC000010,0.176
MAC000010,0.236
MAC000010,0.21
MAC000010,0.177
MAC000010,0.216
MAC000010,0.192
MAC000010,0.139
MAC000010,0.184
MAC000010,0.181
MAC000010,0.166
MAC000010,0.213
MAC000010,0.669
MAC000010,0.266
MAC000010,0.503
MAC000010,0.651
MAC000010,0.319
MAC000010,0.714
MAC000010,1.408
MAC000010,0.38
MAC000010,0.389
MAC000010,0.295
MAC000010,0.245
MAC000010,0.277
MAC000010,0.308
MAC000010,0.517
MAC000010,0.374
MAC000010,0.53
MAC000010,1.226
MAC000010,0.411
MAC000010,0.315
MAC000010,1.226
MAC000010,0.687
MAC000010,0.384
MAC000010,0.611
MAC000010,1.751
MAC000010,1.044
MAC000010,0.729
MAC000010,0.732
MAC000010,0.601
MAC000010,0.534
MAC000010,0.452
MAC000010,0.834
MAC000010,0.454
MAC000010,1.056
MAC000010,0.378
MAC000010,0.842
MAC000010,0.26
MAC000010,0.231
MAC000010,0.173
MAC000010,0.21
MAC000010,0.232
MAC000010,0.2
MAC000010,0.18
MAC000010,0.206
MAC000010,0.196
MAC000010,0.143
MAC000010,0.164
MAC000010,0.222
MAC000010,0.453
MAC000010,0.34
MAC000010,0.546
MAC000010,1.069
MAC000010,0.779
MAC000010,0.755
MAC000010,0.415
MAC000010,1.467
MAC000010,1.86
MAC000010,0.575
MAC000010,0.427
MAC000010,0.326
MAC000010,0.416
MAC000010,0.44
MAC000010,0.623
MAC000010,0.553
MAC000010,0.416
MAC000010,0.384
MAC000010,0.317
MAC000010,0.33
MAC000010,0.366
MAC000010,0.385
MAC000010,1.7029999
MAC000010,1.3660001
MAC000010,0.879
MAC000010,0.685
MAC000010,1.225
MAC000010,0.682
MAC000010,0.629
MAC000010,1.059
MAC000010,1.026
MAC000010,1.033
MAC000010,0.639
MAC000010,0.949
MAC000010,0.481
MAC000010,0.825
MAC000010,0.237
MAC000010,0.218
MAC000010,0.177
MAC000010,0.213
MAC000010,0.221
MAC000010,0.169
MAC000010,0.191
MAC000010,0.209
MAC000010,0.155
MAC000010,0.146
MAC000010,0.433
MAC000010,1.164
MAC000010,0.826
MAC000010,0.37
MAC000010,0.539
MAC000010,0.36
MAC000010,1.163
MAC000010,1.464
MAC000010,0.675
MAC000010,0.619
MAC000010,0.689
MAC000010,1.3200001
MAC000010,0.463
MAC000010,0.465
MAC000010,0.374
MAC000010,0.323
MAC000010,0.297
MAC000010,0.363
MAC000010,0.381
MAC000010,0.384
MAC000010,0.459
MAC000010,0.739
MAC000010,1.3049999
MAC000010,1.081
MAC000010,0.863
MAC000010,0.704
MAC000010,1.336
MAC000010,0.832
MAC000010,0.774
MAC000010,1.3150001
MAC000010,0.669
MAC000010,1.158
MAC000010,0.567
MAC000010,0.456
MAC000010,0.514
MAC000010,0.545
MAC000010,0.243
MAC000010,0.196
MAC000010,0.229
MAC000010,0.23
MAC000010,0.187
MAC000010,0.178
MAC000010,0.231
MAC000010,0.229
MAC000010,0.173
MAC000010,0.17
MAC000010,0.201
MAC000010,0.173
MAC000010,0.141
MAC000010,0.214
MAC000010,0.234
MAC000010,0.515
MAC000010,0.36
MAC000010,0.426
MAC000010,0.442
MAC000010,0.434
MAC000010,0.448
MAC000010,0.569
MAC000010,0.404
MAC000010,0.459
MAC000010,0.514
MAC000010,0.845
MAC000010,0.796
MAC000010,0.626
MAC000010,1.168
MAC000010,0.596
MAC000010,0.472
MAC000010,0.475
MAC000010,0.523
MAC000010,0.51
MAC000010,0.462
MAC000010,0.499
MAC000010,1.031
MAC000010,1.891
MAC000010,0.736
MAC000010,0.66
MAC000010,0.619
MAC000010,1.026
MAC000010,0.818
MAC000010,0.755
MAC000010,0.804
MAC000010,0.91
MAC000010,0.705
MAC000010,0.628
MAC000010,0.292
MAC000010,0.795
MAC000010,0.182
MAC000010,0.217
MAC000010,0.237
MAC000010,0.229
MAC000010,0.177
MAC000010,0.219
MAC000010,0.2
MAC000010,0.181
MAC000010,0.135
MAC000010,0.195
MAC000010,0.223
MAC000010,0.215
MAC000010,0.174
MAC000010,0.623
MAC000010,0.533
MAC000010,0.763
MAC000010,0.512
MAC000010,0.556
MAC000010,0.583
MAC000010,0.487
MAC000010,0.495
MAC000010,0.794
MAC000010,0.656
MAC000010,0.5
MAC000010,0.538
MAC000010,1.145
MAC000010,0.659
MAC000010,0.69
MAC000010,0.978
MAC000010,0.619
MAC000010,0.532
MAC000010,0.583
MAC000010,0.537
MAC000010,0.515
MAC000010,1.082
MAC000010,1.601
MAC000010,0.855
MAC000010,0.554
MAC000010,0.419
MAC000010,0.758
MAC000010,0.612
MAC000010,0.41
MAC000010,0.41
MAC000010,0.952
MAC000010,0.406
MAC000010,0.964
MAC000010,0.473
MAC000010,0.285
MAC000010,0.184
MAC000010,0.184
MAC000010,0.195
MAC000010,0.241
MAC000010,0.217
MAC000010,0.172
MAC000010,0.211
MAC000010,0.209
MAC000010,0.154
MAC000010,0.151
MAC000010,0.198
MAC000010,0.446
MAC000010,0.248
MAC000010,0.272
MAC000010,0.278
MAC000010,0.224
MAC000010,0.439
MAC000010,0.712
MAC000010,0.481
MAC000010,0.426
MAC000010,0.297
MAC000010,0.463
MAC000010,1.476
MAC000010,0.573
MAC000010,0.932
MAC000010,0.852
MAC000010,0.842
MAC000010,0.495
MAC000010,1.087
MAC000010,0.832
MAC000010,0.604
MAC000010,0.61
MAC000010,0.431
MAC000010,0.425
MAC000010,0.802
MAC000010,1.612
MAC000010,1.266
MAC000010,0.612
MAC000010,0.865
MAC000010,1.488
MAC000010,1.059
MAC000010,0.7
MAC000010,1.3279999
MAC000010,0.72
MAC000010,0.691
MAC000010,0.463
MAC000010,0.499
MAC000010,0.468
MAC000010,0.272
MAC000010,0.201
MAC000010,0.214
MAC000010,0.251
MAC000010,0.249
MAC000010,0.195
MAC000010,0.209
MAC000010,0.215
MAC000010,0.202
MAC000010,0.152
MAC000010,0.162
MAC000010,0.231
MAC000010,0.227
MAC000010,0.54
MAC000010,0.358
MAC000010,0.263
MAC000010,0.229
MAC000010,0.204
MAC000010,0.256
MAC000010,0.255
MAC000010,0.208
MAC000010,0.218
MAC000010,0.335
MAC000010,0.296
MAC000010,0.242
MAC000010,0.273
MAC000010,0.351
MAC000010,0.346
MAC000010,0.708
MAC000010,0.851
MAC000010,0.5
MAC000010,0.366
MAC000010,0.695
MAC000010,0.644
MAC000010,0.631
MAC000010,0.639
MAC000010,2.391
MAC000010,1.506
MAC000010,0.563
MAC000010,1.066
MAC000010,1.495
MAC000010,1.811
MAC000010,1.33
MAC000010,1.723
MAC000010,0.402
MAC000010,0.246
MAC000010,0.264
MAC000010,0.281
MAC000010,0.259
MAC000010,0.214
MAC000010,0.222
MAC000010,0.241
MAC000010,0.227
MAC000010,0.177
MAC000010,0.202
MAC000010,0.212
MAC000010,0.185
MAC000010,0.144
MAC000010,0.174
MAC000010,0.224
MAC000010,0.21
MAC000010,0.38
MAC000010,0.398
MAC000010,0.454
MAC000010,0.517
MAC000010,1.2180001
MAC000010,0.724
MAC000010,0.482
MAC000010,0.31
MAC000010,0.28
MAC000010,0.492
MAC000010,0.367
MAC000010,0.422
MAC000010,0.947
MAC000010,0.497
MAC000010,0.806
MAC000010,0.864
MAC000010,0.342
MAC000010,0.5
MAC000010,0.381
MAC000010,0.348
MAC000010,0.302
MAC000010,0.256
MAC000010,0.27
MAC000010,0.428
MAC000010,2.3010001
MAC000010,0.425
MAC000010,0.392
MAC000010,1.113
MAC000010,1.023
MAC000010,0.723
MAC000010,1.187
MAC000010,0.611
MAC000010,0.657
MAC000010,0.608
MAC000010,0.545
MAC000010,0.313
MAC000010,0.261
MAC000010,0.208
MAC000010,0.246
MAC000010,0.246
MAC000010,0.236
MAC000010,0.184
MAC000010,0.184
MAC000010,0.211
MAC000010,0.203
MAC000010,0.159
MAC000010,0.184
MAC000010,0.249
MAC000010,0.517
MAC000010,0.328
MAC000010,0.323
MAC000010,0.572
MAC000010,0.813
MAC000010,1.188
MAC000010,0.559
MAC000010,0.479
MAC000010,0.56
MAC000010,0.3
MAC000010,0.309
MAC000010,0.322
