LCLid,KWH/hh (per half hour)
MAC000003,0.174
MAC000003,0.175
MAC000003,0.186
MAC000003,0.144
MAC000003,0.087
MAC000003,0.157
MAC000003,0.136
MAC000003,0.136
MAC000003,0.15
MAC000003,0.108
MAC000003,0.113
MAC000003,0.664
MAC000003,0.557
MAC000003,0.563
MAC000003,0.194
MAC000003,0.383
MAC000003,0.209
MAC000003,0.168
MAC000003,0.183
MAC000003,0.21
MAC000003,0.142
MAC000003,0.091
MAC000003,0.128
MAC000003,0.088
MAC000003,0.108
MAC000003,0.158
MAC000003,0.106
MAC000003,0.092
MAC000003,0.111
MAC000003,0.087
MAC000003,0.154
MAC000003,0.156
MAC000003,0.125
MAC000003,0.149
MAC000003,0.325
MAC000003,0.212
MAC000003,0.269
MAC000003,0.334
MAC000003,0.249
MAC000003,0.251
MAC000003,0.165
MAC000003,0.103
MAC000003,0.12
MAC000003,0.131
MAC000003,0.173
MAC000003,1.119
MAC000003,0.576
MAC000003,0.212
MAC000003,0.179
MAC000003,0.191
MAC000003,0.17
MAC000003,0.127
MAC000003,0.164
MAC000003,0.21
MAC000003,0.117
MAC000003,0.163
MAC000003,0.135
MAC000003,0.075
MAC000003,0.139
MAC000003,0.117
MAC000003,0.552
MAC000003,0.686
MAC000003,0.345
MAC000003,0.623
MAC000003,0.221
MAC000003,0.167
MAC000003,0.108
MAC000003,0.156
MAC000003,0.146
MAC000003,0.098
MAC000003,0.115
MAC000003,0.081
MAC000003,0.089
MAC000003,0.157
MAC000003,0.131
MAC000003,0.158
MAC000003,0.106
MAC000003,0.091
MAC000003,0.131
MAC000003,0.083
MAC000003,0.126
MAC000003,0.148
MAC000003,0.126
MAC000003,0.436
MAC000003,0.23
MAC000003,0.262
MAC000003,0.278
MAC000003,0.247
MAC000003,0.255
MAC000003,0.354
MAC000003,0.313
MAC000003,0.374
MAC000003,0.216
MAC000003,0.456
MAC000003,0.256
MAC000003,0.514
MAC000003,0.603
MAC000003,0.115
MAC000003,0.067
MAC000003,0.111
MAC000003,0.15
MAC000003,0.143
MAC000003,0.146
MAC000003,0.116
MAC000003,0.681
MAC000003,0.133
MAC000003,0.11
MAC000003,0.147
MAC000003,0.373
MAC000003,0.686
MAC000003,0.69
MAC000003,0.479
MAC000003,0.144
MAC000003,0.192
MAC000003,0.147
MAC000003,0.113
MAC000003,0.126
MAC000003,0.104
MAC000003,0.075
MAC000003,0.111
MAC000003,0.131
MAC000003,0.116
MAC000003,0.119
MAC000003,0.139
MAC000003,0.153
MAC000003,0.114
MAC000003,0.151
MAC000003,0.174
MAC000003,0.512
MAC000003,0.262
MAC000003,0.219
MAC000003,0.201
MAC000003,0.28
MAC000003,0.279
MAC000003,0.229
MAC000003,0.135
MAC000003,0.08
MAC000003,0.087
MAC000003,0.092
MAC000003,0.076
MAC000003,0.424
MAC000003,1.131
MAC000003,0.428
MAC000003,0.56
MAC000003,0.363
MAC000003,0.188
MAC000003,0.111
MAC000003,0.086
MAC000003,0.106
MAC000003,0.073
MAC000003,0.359
MAC000003,0.713
MAC000003,0.477
MAC000003,0.224
MAC000003,0.627
MAC000003,0.292
MAC000003,0.134
MAC000003,0.421
MAC000003,0.19
MAC000003,0.138
MAC000003,0.136
MAC000003,0.108
MAC000003,0.125
MAC000003,0.22
MAC000003,0.098
MAC000003,0.178
MAC000003,0.187
MAC000003,0.128
MAC000003,0.052
MAC000003,0.084
MAC000003,0.047
MAC000003,0.061
MAC000003,0.127
MAC000003,0.132
MAC000003,0.098
MAC000003,0.112
MAC000003,0.088
MAC000003,0.099
MAC000003,0.127
MAC000003,1.288
MAC000003,1.658
MAC000003,0.526
MAC000003,0.182
MAC000003,0.229
MAC000003,0.249
MAC000003,0.339
MAC000003,0.73
MAC000003,0.59
MAC000003,0.662
MAC000003,0.401
MAC000003,0.95
MAC000003,0.306
MAC000003,0.306
MAC000003,0.755
MAC000003,0.228
MAC000003,0.16
MAC000003,0.12
MAC000003,0.16
MAC000003,0.157
MAC000003,0.207
MAC000003,0.139
MAC000003,0.135
MAC000003,0.121
MAC000003,0.213
MAC000003,0.847
MAC000003,0.573
MAC000003,0.542
MAC000003,0.316
MAC000003,0.614
MAC000003,0.157
MAC000003,0.146
MAC000003,0.138
MAC000003,0.085
MAC000003,0.09
MAC000003,0.124
MAC000003,0.076
MAC000003,0.139
MAC000003,0.188
MAC000003,0.153
MAC000003,0.101
MAC000003,0.121
MAC000003,0.1
MAC000003,0.088
MAC000003,0.111
MAC000003,0.142
MAC000003,0.115
MAC000003,1.431
MAC000003,0.262
MAC000003,0.217
MAC000003,0.239
MAC000003,0.277
MAC000003,0.235
MAC000003,0.199
MAC000003,0.132
MAC000003,0.103
MAC000003,0.077
MAC000003,0.435
MAC000003,0.187
MAC000003,0.117
MAC000003,0.113
MAC000003,0.098
MAC000003,0.076
MAC000003,0.087
MAC000003,0.151
MAC000003,0.156
MAC000003,0.126
MAC000003,0.225
MAC000003,0.301
MAC000003,0.234
MAC000003,0.519
MAC000003,0.644
MAC000003,0.39
MAC000003,0.218
MAC000003,0.938
MAC000003,0.53
MAC000003,0.629
MAC000003,0.267
MAC000003,0.79
MAC000003,0.406
MAC000003,0.442
MAC000003,0.14
MAC000003,3.2060001
MAC000003,3.309
MAC000003,3.49
MAC000003,3.552
MAC000003,3.4100001
MAC000003,3.6140001
MAC000003,3.704
MAC000003,2.467
MAC000003,2.576
MAC000003,2.566
MAC000003,2.319
MAC000003,2.596
MAC000003,2.3180001
MAC000003,1.809
MAC000003,0.159
MAC000003,0.162
MAC000003,0.246
MAC000003,0.245
MAC000003,0.205
MAC000003,0.284
MAC000003,0.532
MAC000003,0.176
MAC000003,0.149
MAC000003,0.112
MAC000003,0.075
MAC000003,0.11
MAC000003,0.128
MAC000003,0.115
MAC000003,0.132
MAC000003,0.078
MAC000003,0.083
MAC000003,0.142
MAC000003,0.288
MAC000003,0.253
MAC000003,0.407
MAC000003,0.215
MAC000003,0.234
MAC000003,0.31
MAC000003,0.214
MAC000003,0.519
MAC000003,0.265
MAC000003,0.18
MAC000003,0.19
MAC000003,0.254
MAC000003,0.188
MAC000003,0.191
MAC000003,0.257
MAC000003,0.135
MAC000003,3.2479999
MAC000003,3.273
MAC000003,3.3110001
MAC000003,2.372
MAC000003,2.27
MAC000003,2.839
MAC000003,2.431
MAC000003,2.4920001
MAC000003,2.661
MAC000003,2.1960001
MAC000003,1.6289999
MAC000003,2.2019999
MAC000003,1.666
MAC000003,1.635
MAC000003,0.144
MAC000003,0.285
MAC000003,0.229
MAC000003,0.318
MAC000003,0.291
MAC000003,0.152
MAC000003,0.108
MAC000003,0.13
MAC000003,0.207
MAC000003,0.267
MAC000003,0.262
MAC000003,0.183
MAC000003,0.194
MAC000003,0.134
MAC000003,0.159
MAC000003,0.136
MAC000003,0.12
MAC000003,0.178
MAC000003,0.154
MAC000003,0.134
MAC000003,0.114
MAC000003,0.147
MAC000003,0.204
MAC000003,0.363
MAC000003,0.694
MAC000003,0.282
MAC000003,1.3380001
MAC000003,0.332
MAC000003,0.201
MAC000003,0.175
MAC000003,0.233
MAC000003,0.141
MAC000003,0.142
MAC000003,0.205
MAC000003,2.036
MAC000003,2.029
MAC000003,2.013
MAC000003,1.623
MAC000003,0.833
MAC000003,1.242
MAC000003,0.922
MAC000003,0.972
MAC000003,1.229
MAC000003,0.919
MAC000003,0.956
MAC000003,1.226
MAC000003,0.693
MAC000003,0.277
MAC000003,0.214
MAC000003,0.297
MAC000003,0.321
MAC000003,0.242
MAC000003,0.249
MAC000003,0.233
MAC000003,0.116
MAC000003,0.106
MAC000003,0.215
MAC000003,0.25
MAC000003,0.761
MAC000003,0.663
MAC000003,0.212
MAC000003,0.173
MAC000003,0.155
MAC000003,0.106
MAC000003,0.103
MAC000003,0.07
MAC000003,0.083
MAC000003,0.112
MAC000003,0.122
MAC000003,0.157
MAC000003,0.066
MAC000003,0.084
MAC000003,0.206
MAC000003,0.43
MAC000003,0.355
MAC000003,0.243
MAC000003,0.414
MAC000003,0.173
MAC000003,0.101
MAC000003,0.145
MAC000003,0.135
MAC000003,0.109
MAC000003,1.959
MAC000003,1.9630001
MAC000003,1.674
MAC000003,0.883
MAC000003,1.108
MAC000003,0.975
MAC000003,0.905
MAC000003,1.1950001
MAC000003,0.937
MAC000003,0.232
MAC000003,0.763
MAC000003,0.244
MAC000003,0.3
MAC000003,0.662
MAC000003,0.075
MAC000003,0.166
MAC000003,0.253
MAC000003,0.322
MAC000003,0.277
MAC000003,0.228
MAC000003,0.231
MAC000003,0.391
MAC000003,0.351
MAC000003,0.245
MAC000003,0.229
MAC000003,0.202
MAC000003,0.211
MAC000003,0.179
MAC000003,0.121
MAC000003,0.129
MAC000003,0.072
MAC000003,0.244
MAC000003,0.229
MAC000003,0.243
MAC000003,0.3
MAC000003,0.237
MAC000003,0.11
MAC000003,0.167
MAC000003,0.218
MAC000003,0.222
MAC000003,0.208
MAC000003,0.188
MAC000003,0.248
MAC000003,0.182
MAC000003,0.15
MAC000003,0.187
MAC000003,0.212
MAC000003,0.134
MAC000003,1.952
MAC000003,1.99
MAC000003,2.066
MAC000003,1.809
MAC000003,0.904
MAC000003,1.072
MAC000003,1.156
MAC000003,0.93
MAC000003,1.271
MAC000003,0.605
MAC000003,0.45
MAC000003,0.562
MAC000003,0.142
MAC000003,1.238
MAC000003,0.321
MAC000003,0.271
MAC000003,0.296
MAC000003,0.22
MAC000003,0.08
MAC000003,0.109
MAC000003,0.099
MAC000003,0.137
MAC000003,0.126
MAC000003,0.075
MAC000003,0.112
MAC000003,0.077
MAC000003,0.128
MAC000003,0.721
MAC000003,1.082
MAC000003,0.257
MAC000003,0.174
MAC000003,0.166
MAC000003,0.118
MAC000003,0.122
MAC000003,0.158
MAC000003,0.143
MAC000003,0.187
MAC000003,0.188
MAC000003,0.141
MAC000003,0.213
MAC000003,0.178
MAC000003,0.196
MAC000003,0.149
MAC000003,0.141
MAC000003,0.17
MAC000003,0.153
MAC000003,0.212
MAC000003,0.19
MAC000003,1.9859999
MAC000003,1.9960001
MAC000003,1.587
MAC000003,0.882
MAC000003,0.92
MAC000003,1.325
MAC000003,1.031
MAC000003,1
MAC000003,0.752
MAC000003,0.104
MAC000003,0.359
MAC000003,0.428
MAC000003,0.475
MAC000003,0.148
MAC000003,0.111
MAC000003,0.159
MAC000003,0.156
MAC000003,0.303
MAC000003,0.27
MAC000003,0.145
MAC000003,0.148
MAC000003,0.178
MAC000003,0.363
MAC000003,0.637
MAC000003,0.186
MAC000003,0.169
MAC000003,0.11
MAC000003,0.106
MAC000003,0.131
MAC000003,0.137
MAC000003,0.169
MAC000003,0.139
MAC000003,0.105
MAC000003,0.132
MAC000003,0.119
MAC000003,0.228
MAC000003,0.191
MAC000003,0.132
MAC000003,0.14
MAC000003,0.101
MAC000003,0.111
MAC000003,0.195
MAC000003,0.187
MAC000003,0.274
MAC000003,0.138
MAC000003,0.153
MAC000003,0.143
MAC000003,0.132
MAC000003,2.0699999
MAC000003,2.0139999
MAC000003,1.624
MAC000003,0.952
MAC000003,1.2130001
MAC000003,0.962
MAC000003,1.0650001
MAC000003,1.1289999
MAC000003,0.957
MAC000003,1.045
MAC000003,0.101
MAC000003,0.678
MAC000003,0.44
MAC000003,0.87
MAC000003,0.24
MAC000003,0.232
MAC000003,0.318
MAC000003,0.236
MAC000003,0.244
MAC000003,0.2
MAC000003,0.086
MAC000003,0.127
MAC000003,0.078
MAC000003,0.151
MAC000003,0.199
MAC000003,0.161
MAC000003,0.222
MAC000003,0.182
MAC000003,0.167
MAC000003,0.182
MAC000003,0.193
MAC000003,0.099
MAC000003,0.1
MAC000003,0.118
MAC000003,0.271
MAC000003,0.259
MAC000003,0.168
MAC000003,0.151
MAC000003,0.185
MAC000003,1.071
MAC000003,0.389
MAC000003,0.215
MAC000003,0.226
MAC000003,0.158
MAC000003,0.17
MAC000003,0.162
MAC000003,0.171
MAC000003,0.208
MAC000003,1.99
MAC000003,2.0739999
MAC000003,2.115
MAC000003,0.912
MAC000003,0.951
MAC000003,1.335
MAC000003,0.978
MAC000003,0.934
MAC000003,1.233
MAC000003,0.353
MAC000003,0.124
MAC000003,0.93
MAC000003,0.165
MAC000003,0.419
MAC000003,0.265
MAC000003,0.246
MAC000003,0.338
MAC000003,0.292
MAC000003,0.252
MAC000003,0.242
MAC000003,0.111
MAC000003,0.109
MAC000003,0.24
MAC000003,0.795
MAC000003,0.498
MAC000003,0.245
MAC000003,0.206
MAC000003,0.17
MAC000003,0.116
MAC000003,0.165
MAC000003,0.134
MAC000003,0.17
MAC000003,0.171
MAC000003,0.13
MAC000003,0.165
MAC000003,0.158
MAC000003,0.149
MAC000003,0.223
MAC000003,0.181
MAC000003,0.49
MAC000003,0.222
MAC000003,0.39
MAC000003,0.178
MAC000003,0.173
MAC000003,0.144
MAC000003,0.12
MAC000003,0.177
MAC000003,0.16
MAC000003,2.0569999
MAC000003,2.0650001
MAC000003,1.809
MAC000003,0.837
MAC000003,1.267
MAC000003,0.992
MAC000003,0.959
MAC000003,1.168
MAC000003,0.91
MAC000003,0.953
MAC000003,0.908
MAC000003,0.154
MAC000003,0.593
MAC000003,1.146
MAC000003,0.246
MAC000003,0.22
MAC000003,0.332
MAC000003,0.288
MAC000003,0.328
MAC000003,0.257
MAC000003,0.15
MAC000003,0.13
MAC000003,0.688
MAC000003,0.229
MAC000003,0.247
MAC000003,0.158
MAC000003,0.128
MAC000003,0.141
MAC000003,0.154
MAC000003,0.168
MAC000003,0.183
MAC000003,0.143
MAC000003,0.144
MAC000003,0.108
MAC000003,0.168
MAC000003,0.196
MAC000003,0.204
MAC000003,0.246
MAC000003,0.612
MAC000003,0.273
MAC000003,0.579
MAC000003,0.185
MAC000003,0.164
MAC000003,0.154
MAC000003,0.114
MAC000003,0.157
MAC000003,0.142
MAC000003,0.16
MAC000003,1.997
MAC000003,2.056
MAC000003,1.7970001
MAC000003,0.849
MAC000003,1.2920001
MAC000003,0.951
MAC000003,0.919
MAC000003,1.219
MAC000003,0.966
MAC000003,0.914
MAC000003,1.263
MAC000003,0.708
MAC000003,0.203
MAC000003,0.788
MAC000003,0.153
MAC000003,0.263
MAC000003,0.324
MAC000003,0.301
MAC000003,0.226
MAC000003,0.188
MAC000003,0.115
MAC000003,0.086
MAC000003,0.12
MAC000003,0.137
MAC000003,0.657
MAC000003,0.236
MAC000003,0.113
MAC000003,0.17
MAC000003,0.152
MAC000003,0.153
MAC000003,0.191
MAC000003,0.137
MAC000003,0.16
MAC000003,0.191
MAC000003,0.208
MAC000003,0.288
MAC000003,0.181
MAC000003,0.229
MAC000003,0.206
MAC000003,0.138
MAC000003,0.171
MAC000003,0.208
MAC000003,0.188
MAC000003,0.201
MAC000003,0.141
MAC000003,0.14
MAC000003,0.14
MAC000003,0.152
MAC000003,2.0309999
MAC000003,2.03
MAC000003,1.763
MAC000003,0.868
MAC000003,1.239
MAC000003,0.923
MAC000003,0.98
MAC000003,1.199
MAC000003,0.615
MAC000003,0.408
MAC000003,0.595
MAC000003,0.189
MAC000003,0.153
MAC000003,1.245
MAC000003,0.242
MAC000003,0.214
MAC000003,0.258
MAC000003,0.272
MAC000003,0.236
MAC000003,0.255
MAC000003,0.212
MAC000003,0.306
MAC000003,0.307
MAC000003,0.282
MAC000003,0.281
MAC000003,0.627
MAC000003,0.445
MAC000003,0.244
MAC000003,0.246
MAC000003,0.199
MAC000003,0.144
MAC000003,0.101
MAC000003,0.071
MAC000003,0.109
MAC000003,0.118
MAC000003,0.137
MAC000003,0.144
MAC000003,0.521
MAC000003,0.26
MAC000003,0.711
MAC000003,0.189
MAC000003,0.227
MAC000003,0.389
MAC000003,0.238
MAC000003,0.164
MAC000003,0.135
MAC000003,0.206
MAC000003,0.185
MAC000003,0.185
MAC000003,1.916
MAC000003,1.975
MAC000003,2.006
MAC000003,1.4680001
MAC000003,0.943
MAC000003,1.237
MAC000003,0.902
MAC000003,0.904
MAC000003,1.209
MAC000003,0.148
MAC000003,0.876
MAC000003,1.5190001
MAC000003,1.304
MAC000003,0.235
MAC000003,0.226
MAC000003,0.251
MAC000003,0.303
MAC000003,0.277
MAC000003,0.121
MAC000003,0.167
MAC000003,0.227
MAC000003,0.249
MAC000003,0.263
MAC000003,0.239
MAC000003,0.169
MAC000003,0.189
MAC000003,0.109
MAC000003,0.087
MAC000003,0.144
MAC000003,0.181
MAC000003,0.162
MAC000003,0.138
MAC000003,0.117
MAC000003,0.156
MAC000003,0.128
MAC000003,0.088
MAC000003,0.108
MAC000003,0.08
MAC000003,0.241
MAC000003,0.228
MAC000003,0.211
MAC000003,0.184
MAC000003,0.138
MAC000003,0.148
MAC000003,0.17
MAC000003,0.188
MAC000003,0.212
MAC000003,0.166
MAC000003,2.0439999
MAC000003,2.033
MAC000003,1.4960001
MAC000003,0.876
MAC000003,1.284
MAC000003,0.912
MAC000003,0.948
MAC000003,1.174
MAC000003,0.946
MAC000003,0.889
MAC000003,0.414
MAC000003,1.08
MAC000003,0.591
MAC000003,0.495
MAC000003,0.259
MAC000003,0.212
MAC000003,0.359
MAC000003,0.257
MAC000003,0.242
MAC000003,0.213
MAC000003,0.148
MAC000003,0.125
MAC000003,0.137
MAC000003,0.151
MAC000003,0.159
MAC000003,0.485
MAC000003,0.641
MAC000003,0.199
MAC000003,0.186
MAC000003,0.188
MAC000003,0.108
MAC000003,0.13
MAC000003,0.161
MAC000003,0.14
MAC000003,0.22
MAC000003,0.155
MAC000003,0.148
MAC000003,0.164
MAC000003,0.153
MAC000003,0.216
MAC000003,0.196
MAC000003,0.146
MAC000003,0.186
MAC000003,0.12
MAC000003,0.177
MAC000003,0.188
MAC000003,0.147
MAC000003,0.133
MAC000003,2.063
MAC000003,2.108
MAC000003,1.61
MAC000003,0.971
MAC000003,1.224
MAC000003,0.887
MAC000003,0.989
MAC000003,1.1950001
MAC000003,0.992
MAC000003,0.983
MAC000003,0.715
MAC000003,0.124
MAC000003,0.278
MAC000003,1.517
MAC000003,0.275
MAC000003,0.23
MAC000003,0.306
MAC000003,0.252
MAC000003,0.23
MAC000003,0.255
MAC000003,0.183
MAC000003,0.122
MAC000003,0.091
MAC000003,0.182
MAC000003,0.114
MAC000003,0.206
MAC000003,0.129
MAC000003,0.082
MAC000003,0.106
MAC000003,0.069
MAC000003,0.123
MAC000003,0.316
MAC000003,0.254
MAC000003,0.185
MAC000003,0.098
MAC000003,0.202
MAC000003,0.696
MAC000003,0.215
MAC000003,0.192
MAC000003,0.194
MAC000003,0.145
MAC000003,0.178
MAC000003,0.14
MAC000003,0.166
MAC000003,0.196
MAC000003,0.13
MAC000003,0.109
MAC000003,0.094
MAC000003,1.975
MAC000003,2.125
MAC000003,1.652
MAC000003,0.851
MAC000003,1.26
MAC000003,0.888
MAC000003,0.91
MAC000003,1.288
MAC000003,0.972
MAC000003,0.616
MAC000003,0.415
MAC000003,0.569
MAC000003,0.215
MAC000003,1.684
MAC000003,0.264
MAC000003,0.261
MAC000003,0.273
MAC000003,0.236
MAC000003,0.179
MAC000003,0.121
